Mass,enterococcus_faecium_s_1054_-_d1,enterococcus_faecium_s_1065_-_d1,enterococcus_faecium_s_1269_-_d1,enterococcus_faecium_s_142_-_d1,enterococcus_faecium_s_1508_-_d1,enterococcus_faecium_s_1514_-_d1,enterococcus_faecium_s_1604_-_d1,enterococcus_faecium_s_1841_-_d1,enterococcus_faecium_s_1856_-_d1,enterococcus_faecium_s_1963_-_d1,enterococcus_faecium_s_2090_-_d1,enterococcus_faecium_s_2217_-_d1,enterococcus_faecium_s_276_-_d1,enterococcus_faecium_s_491_-_d1,enterococcus_faecium_s_974_-_d1,enterococcus_faecium_s_g-13_-_d1,enterococcus_faecium_s_g-1_-_d1,enterococcus_faecium_s_g-20_-_d1,enterococcus_faecium_s_g-3_-_d1,enterococcus_faecium_vana_1281_-_d1,enterococcus_faecium_vana_1575_-_d1,enterococcus_faecium_vana_1686_-_d1,enterococcus_faecium_vana_1906_-_d1,enterococcus_faecium_vana_1999_-_d1,enterococcus_faecium_vana_2087_-_d1,enterococcus_faecium_vana_2110_-_d1,enterococcus_faecium_vana_2690_-_d1,enterococcus_faecium_vana_2691_-_d1,enterococcus_faecium_vana_2799_-_d1,enterococcus_faecium_vana_2800_-_d1,enterococcus_faecium_vana_3249_-_d1,enterococcus_faecium_vana_3718_-_d1,enterococcus_faecium_vana_4021_-_d1,enterococcus_faecium_vana_4100_-_d1,enterococcus_faecium_vana_4179_-_d1,enterococcus_faecium_vana_4807_-_d1,enterococcus_faecium_vana_4903_-_d1,enterococcus_faecium_vana_750_-_d1,enterococcus_faecium_vana_918_-_d1,enterococcus_faecium_vana_979_-_d1,enterococcus_faecium_vanb_1080_-_d1,enterococcus_faecium_vanb_1095_-_d1,enterococcus_faecium_vanb_1144_-_d1,enterococcus_faecium_vanb_1213_-_d1,enterococcus_faecium_vanb_1303_-_d1,enterococcus_faecium_vanb_1791_-_d1,enterococcus_faecium_vanb_2038_-_d1,enterococcus_faecium_vanb_2043_-_d1,enterococcus_faecium_vanb_2119_-_d1,enterococcus_faecium_vanb_2167_-_d1,enterococcus_faecium_vanb_2446_-_d1,enterococcus_faecium_vanb_2_-_d1,enterococcus_faecium_vanb_313_-_d1,enterococcus_faecium_vanb_342_-_d1,enterococcus_faecium_vanb_468_-_d1,enterococcus_faecium_vanb_736_-_d1,enterococcus_faecium_vanb_775_-_d1,enterococcus_faecium_vanb_834_-_d1,enterococcus_faecium_vanb_887_-_d1
3687.7513125645,0,0,0,0.0091782219,0,0,0,0,0,0.0079375805,0,0.0075446398,0,0,0.0060939631,0,0,0,0,0.0126170876,0.005740988,0.008729953,0.0072048463,0,0.0075685515,0,0,0,0,0,0,0,0.0057274202,0,0,0,0,0.0073787234,0,0,0,0,0,0,0,0.007131583,0,0,0,0,0,0,0,0,0,0,0,0,0
3841.2278701649,0,0.003611178,0.0092825328,0,0.0095453179,0,0,0.006539068,0.0081762414,0,0.0063387739,0.0108897335,0,0,0,0.009699048,0.0077438531,0.0092930658,0.0080119143,0,0,0,0.0091406505,0.0064444222,0.0104285716,0,0,0,0,0,0.0065065281,0.0081048458,0.010830253,0,0,0,0,0,0.0067030653,0.0105836698,0,0,0,0,0,0,0,0,0.0097023771,0,0.0069343602,0,0,0,0,0.0078606876,0,0,0.0074993103
3881.7056461088,0,0,0,0,0,0,0,0,0.0061207857,0,0,0,0,0.0060209937,0,0.0230413788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053602207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106864287,0,0,0,0.0072740217,0,0,0,0,0,0,0.0196725595,0
3896.2708588926,0,0,0.0070767049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3905.1862860856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005483716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4295.2746968892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132569901,0,0,0,0,0,0,0,0,0,0,0
4364.6362739294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159698832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387.8170097106,0,0.0035079462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4397.1065432721,0,0.0044036687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0059591427,0,0,0,0,0,0.0062759748,0,0,0,0,0.0077647535,0.0054206355,0,0,0,0,0,0
4412.413773898,0.0117964162,0.0098582388,0.0091710902,0.0106331827,0.0094537367,0.0131364366,0.0105650587,0.0092549435,0.0097551439,0.0073911438,0.0118876942,0.007354797,0.0130628669,0.0109183314,0.01082397,0.0086100935,0.011946534,0.009154463,0.0148307237,0,0.0119704949,0.009890931,0.0115830408,0.009858139,0.009037272,0.0111732192,0.0095681166,0.012125378,0.0114755631,0.013339193,0.0077723335,0.0073268203,0.0108495635,0.0119580624,0.0094266494,0.0126060955,0.0132492803,0.0108220551,0.007808884,0.0099159826,0.0135005646,0.0106154427,0.0092439433,0.0115231578,0.0108136371,0.009061919,0.0144364784,0.0102484056,0.0087580424,0.0109362154,0.0081437541,0.0170553451,0.0124574121,0.0085236299,0.0111716122,0.0084913142,0.0104100514,0.0120081901,0.0096473203
4427.9444397481,0.098268534,0.0738808435,0.0799720061,0.0837446261,0.0785542779,0.1038155278,0.0921702229,0.0888244409,0.0810009042,0.0707229833,0.0959579386,0.0726571456,0.0986630042,0.0830551827,0.0904733603,0.0721119983,0.0871396419,0.0722488693,0.1060892158,0.0626526862,0.0881739586,0.0749833471,0.0901466333,0.0729298738,0.0696617532,0.0808092269,0.0776002915,0.0948682213,0.097089929,0.0999250754,0.0686254268,0.0747329303,0.0922686074,0.0916892654,0.0748897464,0.0929332803,0.098230475,0.0795547755,0.0584934018,0.0764288276,0.1166164273,0.0918420426,0.0892678275,0.103365195,0.0942315243,0.0924105322,0.1238318892,0.0977469037,0.0695389542,0.1040666515,0.082760847,0.1271472652,0.0885555034,0.0893356396,0.0885220573,0.0787718375,0.0897931505,0.0831365407,0.0800212629
4442.144830696,0.0089102003,0.0067763611,0,0.0094906059,0.0094554695,0.0131555371,0.0095915179,0.009017585,0.0081495607,0.0075732396,0.0087207701,0.0079311297,0.0121232438,0.0080847439,0.0126120219,0,0.0094240816,0.0063766583,0.0116481708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118726993,0.0099209889,0.0082060775,0.0097178759,0.0093638103,0.0103502294,0.0120123451,0.0110271385,0,0,0.0082023035,0.0130027576,0.0083085511,0.0084728299,0.0092558599,0.0079275683,0.0090033468,0.0095043247,0.0075296417
4448.6426135452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061994232,0,0.0063154252,0.007615044,0,0,0.0079409819,0.0089851572,0.0082505616,0.0127489327,0,0,0,0.0069164391,0,0.0080144837,0.0077751961,0.0073376816,0,0,0,0,0,0,0.0076106248,0,0,0,0,0.0111713587,0,0,0,0,0,0,0,0.0102084506,0
4465.3296546766,0.0134161981,0.006351498,0.0073940346,0.010615608,0.0079962102,0.0116337202,0.0097812332,0.0079434921,0.0068958126,0,0.0089207733,0,0.011662107,0.0097948347,0.0096409551,0.0085631754,0.0093609589,0.007139622,0.0149038837,0,0.0086643912,0.0092686858,0.0099593934,0.010156742,0.0065845629,0.0086326771,0.0129557766,0.0119140082,0.0113231945,0.0143168126,0.0063469667,0.0073893012,0.0116202444,0.009118597,0.0080443174,0.0100658708,0.0108502329,0.0100239881,0.0059726319,0.0104412911,0.013109387,0.0099259602,0,0.0103213899,0.0089101428,0.0091603642,0.012517649,0.007288525,0.0088439778,0.0110663152,0.0075186616,0.0138891975,0.0095630972,0.0086217418,0.0091029096,0.0076887803,0.0088104659,0.012796571,0.009087552
4490.3406759977,0.0073443053,0.0048149763,0.0057150348,0.0067177094,0,0.0069296759,0.0070167986,0.0075180838,0.0059574289,0.0081792479,0.0062655968,0.0079395121,0,0.0064338666,0.0060574743,0.0085721629,0,0,0.009069581,0.007659975,0.0069830742,0.0080461347,0.0070120627,0.0062466172,0.0072259174,0,0,0.0073072274,0.005594883,0.0078867846,0.006931787,0,0.0062817414,0,0.0055205696,0,0.0070367292,0.0076025682,0,0,0.0065324105,0,0,0,0,0,0,0,0,0,0.0061956115,0.0082731587,0,0,0,0,0,0,0
4511.1843939465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058044428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4529.7666233338,0.0093414893,0.0041562109,0.0084883305,0.0128175062,0.0128943662,0.0090873721,0.0096860946,0.0122808649,0.0106706897,0.0138683979,0.0085665386,0.0159625299,0.0093032849,0.0070794281,0.0093729093,0,0.0078611878,0.0079595032,0.0109006373,0.0164022965,0.0087166025,0.0141727625,0.0131883214,0.0081367703,0.0140039509,0.0072710604,0.0091765998,0.0077854445,0.0057320314,0.0085188437,0.0094718145,0,0.0109555916,0,0,0.0075513281,0.0060795164,0.007892886,0,0.0144690565,0.0068564587,0.0118680442,0.0137329922,0,0.0091112517,0.010000958,0.0067192147,0.0136755385,0.0097425795,0.0080604594,0.0114874172,0.0076085843,0,0.0097768202,0.0078604752,0.0129737184,0.0116611805,0,0.0104166397
4621.6858437957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074364813,0,0,0,0,0.0057478624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4768.6963716542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073272798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4776.5410635805,0.007456271,0,0,0.0090833629,0,0,0.0064168174,0.0098849837,0,0.0197858958,0,0.0114383642,0,0.0066091939,0.0069607073,0,0,0.0059894477,0,0.0211950353,0.0069412696,0.0113429218,0.0104191523,0.0061533595,0.0136725235,0,0,0.0063550483,0,0,0.0077235168,0,0.0067734727,0,0.0056318506,0.0081714371,0.0105099969,0,0,0.0089981861,0.0073367497,0.0164284635,0.0158046874,0,0.0061283536,0.0109005849,0.0062062332,0.0103039466,0,0.0080755451,0.0184990236,0,0,0.0066049192,0.0066401307,0.0102981729,0.0149094301,0,0.0088082991
4794.8038414881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074415813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4830.2029833264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007656382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4844.8282370686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448035074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4870.8834401057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089786434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4883.9373229904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066231169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4937.7304237436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075041718,0,0.0158225841,0,0,0,0,0,0.0125602903,0.0119534571,0,0,0.0100550513,0,0,0,0.0091859655,0,0,0,0,0,0,0,0
5038.3847105206,0,0,0,0,0,0,0,0.0078886687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5080.4302965317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073978574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5093.2615556386,0,0,0,0,0,0,0,0,0,0.0324469022,0.0274898894,0,0,0,0.022290207,0,0,0,0,0.0108269716,0,0,0,0,0,0,0,0.0156235667,0,0,0.0113871431,0,0,0.0099816828,0.0451473719,0.0180153761,0.0748033772,0.0308367365,0.0117004778,0.0169471977,0.0237338836,0.0311650906,0.0418341195,0.050497296,0.0273781403,0.0213746038,0.0438000409,0,0.0098605401,0.0343837581,0.0439100588,0.0285124523,0.0406789697,0.0205258688,0.0247830333,0.0243895097,0.026606707,0.0144842718,0
5117.1340942941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083405592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5133.3592172232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079192145,0,0.012252435,0,0,0,0,0,0,0.0076066677,0,0,0.0069878458,0,0,0,0,0,0.0072064272,0,0,0,0,0,0
5246.1330253826,0,0,0.004896615,0,0,0,0,0.0070545812,0.0060634645,0.0085221911,0.0053770321,0.0089274025,0,0,0,0,0,0,0,0,0.005707783,0.0084688076,0.0065227664,0,0.0081724423,0,0,0,0,0,0.0079826049,0,0.0059596174,0,0,0,0,0,0,0.0080660239,0,0,0,0,0,0,0,0,0.0091277254,0,0,0,0,0,0,0,0,0,0.0068403133
5307.2354554223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185728062,0,0,0,0,0,0,0,0,0,0,0
5313.8092906182,0,0.0039910693,0.0049679372,0,0.0074564012,0,0,0,0.0058484276,0,0.0053879014,0,0,0,0,0,0,0.0060931519,0,0,0.0057090952,0,0,0.005899852,0.0074689667,0.0070649408,0,0,0,0,0,0,0.0055691546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5324.5461097208,0,0.0038276931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073608614,0.005345772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5338.3665639716,0.0079021436,0.0061769589,0.0070877163,0.0065874987,0.0111690335,0.0075215914,0,0,0.0082322692,0,0.0074975059,0,0.0089421396,0.0070615678,0.0055963418,0,0.0116920961,0.0087613331,0.0104240133,0.0084378184,0.0080508078,0,0.0081207862,0.0090793852,0.0107207558,0.0102493417,0.0092588096,0.0068809786,0.0069592246,0,0.0073910294,0.0081836602,0.0081880069,0.0068543395,0.0064011189,0.007328804,0,0,0.0079521081,0,0.0074101839,0.0069083882,0.0111420967,0,0.0081124122,0.008411027,0.0067848423,0.0092557155,0.0081211338,0,0,0.0079414173,0.0069879578,0,0.0079992658,0.0075400175,0,0.0084313582,0.0083881971
5353.7436993868,0.0442267148,0.032046872,0.0422226579,0.0369323408,0.0636586586,0.0408403493,0.0328820966,0.0333131008,0.0459705792,0.0253826651,0.0390972232,0.0394248181,0.0443866517,0.0353330394,0.0329379212,0.041761184,0.0522019253,0.0449691519,0.0480426873,0.0576079693,0.0377055993,0.0347355849,0.0407175925,0.0428160271,0.0541649903,0.0459876893,0.0495684805,0.0340454785,0.0406927737,0.0272007762,0.0427867861,0.0435834847,0.0429772325,0.0336293613,0.0331978356,0.034503026,0.0253285185,0.0287368041,0.0370918765,0.0276827556,0.041589862,0.037079545,0.0755514697,0.0165743894,0.0472125493,0.0585821759,0.0391447175,0.0530856503,0.0412164896,0.0324741076,0.0291771092,0.0384863952,0.0322266304,0.0378583844,0.0421218631,0.047651354,0.0301157609,0.0385487117,0.0455009197
5367.6020891233,0,0.0034624036,0,0,0,0,0,0,0.0056658896,0,0,0,0,0,0.0056407453,0,0.007521692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072163246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5373.8301528393,0,0,0,0,0.0091705819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071272102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089183024,0,0.0058128532,0.0084991256,0,0.0083440251,0,0,0,0,0,0,0,0,0,0,0
5381.4784486412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075501248,0.0063833598,0,0,0,0,0,0.0056752276,0.0066064786,0,0,0,0,0,0,0.0082139282,0,0,0,0,0,0,0.0086253702,0.018318638,0,0.0227895521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5392.2835964037,0.0069194002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071543305,0.0055039716,0.0077966097,0,0,0,0,0.0068495144,0.0059522303,0,0.0088164572,0,0.005568754,0,0,0,0.0063666909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5465.1708882715,0,0,0,0,0,0,0,0,0,0,0,0.0093115034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131933523,0,0,0.0099106364,0,0,0.0095921836,0,0,0,0,0,0,0,0,0,0.0164034711,0,0,0,0.0134548336,0,0,0,0,0,0,0,0,0,0,0
5474.8488121856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058158695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5505.6136845299,0,0,0.0081298999,0,0,0,0.0064000715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053305612,0,0,0.0065109827,0,0,0,0,0.0064564457,0,0.0084090392,0.0081203433,0,0,0.0072816835,0,0,0,0.0060591133,0,0,0,0,0,0,0,0
5933.4563410225,0,0.0045687894,0,0,0,0.0074354226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056355614,0.0077189836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5948.0256061234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067253442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5972.3844510849,0.010521001,0.0053941638,0.0074951935,0,0,0.0084597371,0.008232575,0.0079989384,0.0078161057,0.0112465736,0.007687654,0,0.0078544698,0.0116291623,0.009838565,0.0128377263,0,0.0060718396,0.0091854217,0,0.0079865172,0.0112537219,0.0079444165,0.0105963307,0.0103408147,0.009811388,0.0151589851,0.0100122052,0.0110620345,0.0094263038,0,0,0.0121961623,0,0.0180470535,0.009599952,0.0095385765,0.0092408115,0.0072922796,0,0.0104478761,0.0064297506,0,0.0074494197,0.007027379,0.0113112961,0.0143271466,0.0113161421,0.0122881593,0.0109354392,0.0107451685,0,0.0067301591,0.0064838127,0.008211014,0.0069750058,0.0102028162,0,0.0067050261
5997.172105808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056638239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6009.8316786634,0.010222987,0.0082451697,0.0085715631,0.0071342746,0,0.0088032112,0.0088347039,0.0073759283,0.0082634241,0,0.0090283926,0.0068662983,0.0092158787,0.0091606335,0.0082817636,0.0100116373,0.0094720331,0.0103110287,0.0119666896,0,0.0088829995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0093263893,0.0064274481,0,0.0093523736,0,0.0088330475,0.0068547843,0.0066552231,0.0083443281,0,0,0.0086383739,0,0,0.0104828843,0.0083579103,0.0059365336,0.0087098807,0.0078569215,0,0.0086762855,0.0089400467
6016.7340714899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0093101778,0.0096022637,0.0096261142,0.008215123,0.009576349,0.0104599976,0.0098323472,0.0110445173,0.0107573663,0.0065961127,0,0.0103486026,0.0070119459,0.0107044401,0.0113258967,0.0098080903,0,0,0,0,0,0,0,0,0,0.0098391087,0.0092326204,0,0.0077446421,0.0076933784,0,0,0,0,0,0.0077005568,0,0
6022.8990807699,0,0.0058777962,0,0,0,0.006724786,0,0,0,0,0.0068895373,0,0,0,0.0067720639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062062111,0,0,0,0.0077203512,0.0056727565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065615159,0,0.0069988975,0,0,0.0075955301,0
6029.7931326567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006975821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037.585534188,0.0118015094,0.0099008524,0.0112539156,0.010526807,0.0120570202,0.0129298107,0.0109443166,0.0113896556,0.0125214305,0.0090634866,0.0135829854,0.012007103,0.0131721287,0.0117035899,0.0127927916,0.0129249836,0.0111216025,0.0097070011,0.0147064739,0,0.0125065386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138321672,0.008893435,0.0085403399,0.0116114841,0.0081953618,0.0089041076,0,0.0093263004,0.0112488298,0,0,0.0098651663,0,0,0.0131064393,0.0110888376,0.0086960727,0.0129247359,0,0.0103367238,0.0117390031,0.0097583612
6044.501550795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117152492,0,0.0111336845,0.0127604358,0.0105117918,0.0102111924,0.0121418156,0.0110716646,0.0117014681,0.012012583,0.0134588127,0.0101328687,0.0094244199,0.012574794,0.0120656467,0.0097682983,0.0124278333,0.0115142897,0,0,0,0,0,0,0.0086365366,0,0,0.0127491061,0.015055263,0,0.0103961223,0.0070555217,0,0,0,0,0.0112990061,0,0,0
6052.304722926,0.0187892429,0.0162255466,0.0137737861,0.0156338397,0.0169173802,0.0178752802,0.018071603,0.0196660225,0.0159203682,0.0153459464,0.017766246,0.0153199691,0.0188050677,0.0166956301,0.0182025958,0.0167131449,0.0178972885,0.0154220676,0.0231753123,0.0134410784,0.0171924385,0.0164743739,0.0179955939,0.0173732227,0.0153792982,0.0156889895,0.0185114406,0.019442873,0.0205585224,0.021580803,0.016379342,0.0105541819,0.0188169065,0.0172286234,0.0178266634,0.0190885046,0.0203761891,0.0176407097,0.0193170274,0.017556214,0.0230107181,0.0159251002,0.0246716963,0.0156635961,0.0165058078,0.0181223504,0.0210747926,0.0176265007,0.0150652823,0.0202007,0.014161774,0.0202212481,0.017341144,0.0159712004,0.0182447356,0.0172083991,0.0188753463,0.0157388367,0.0184596257
6068.6804650737,0,0.0040148561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076002935,0,0,0,0,0,0,0,0,0,0,0
6090.0021161892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094283116
6140.9974489495,0,0.0035306617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6255.2690856429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322075432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6298.6021474294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075031752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6316.9805473803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207435827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
