Mass,enterococcus_faecium_s_1054_-_d1,enterococcus_faecium_s_1065_-_d1,enterococcus_faecium_s_1269_-_d1,enterococcus_faecium_s_142_-_d1,enterococcus_faecium_s_1508_-_d1,enterococcus_faecium_s_1514_-_d1,enterococcus_faecium_s_1604_-_d1,enterococcus_faecium_s_1841_-_d1,enterococcus_faecium_s_1856_-_d1,enterococcus_faecium_s_1963_-_d1,enterococcus_faecium_s_2090_-_d1,enterococcus_faecium_s_2217_-_d1,enterococcus_faecium_s_276_-_d1,enterococcus_faecium_s_491_-_d1,enterococcus_faecium_s_974_-_d1,enterococcus_faecium_s_g-13_-_d1,enterococcus_faecium_s_g-1_-_d1,enterococcus_faecium_s_g-20_-_d1,enterococcus_faecium_s_g-3_-_d1,enterococcus_faecium_vana_1281_-_d1,enterococcus_faecium_vana_1575_-_d1,enterococcus_faecium_vana_1686_-_d1,enterococcus_faecium_vana_1906_-_d1,enterococcus_faecium_vana_1999_-_d1,enterococcus_faecium_vana_2087_-_d1,enterococcus_faecium_vana_2110_-_d1,enterococcus_faecium_vana_2690_-_d1,enterococcus_faecium_vana_2691_-_d1,enterococcus_faecium_vana_2799_-_d1,enterococcus_faecium_vana_2800_-_d1,enterococcus_faecium_vana_3249_-_d1,enterococcus_faecium_vana_3718_-_d1,enterococcus_faecium_vana_4021_-_d1,enterococcus_faecium_vana_4100_-_d1,enterococcus_faecium_vana_4179_-_d1,enterococcus_faecium_vana_4807_-_d1,enterococcus_faecium_vana_4903_-_d1,enterococcus_faecium_vana_750_-_d1,enterococcus_faecium_vana_918_-_d1,enterococcus_faecium_vana_979_-_d1,enterococcus_faecium_vanb_1080_-_d1,enterococcus_faecium_vanb_1095_-_d1,enterococcus_faecium_vanb_1144_-_d1,enterococcus_faecium_vanb_1213_-_d1,enterococcus_faecium_vanb_1303_-_d1,enterococcus_faecium_vanb_1791_-_d1,enterococcus_faecium_vanb_2038_-_d1,enterococcus_faecium_vanb_2043_-_d1,enterococcus_faecium_vanb_2119_-_d1,enterococcus_faecium_vanb_2167_-_d1,enterococcus_faecium_vanb_2446_-_d1,enterococcus_faecium_vanb_2_-_d1,enterococcus_faecium_vanb_313_-_d1,enterococcus_faecium_vanb_342_-_d1,enterococcus_faecium_vanb_468_-_d1,enterococcus_faecium_vanb_736_-_d1,enterococcus_faecium_vanb_775_-_d1,enterococcus_faecium_vanb_834_-_d1,enterococcus_faecium_vanb_887_-_d1
6328.6898804758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120229545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6340.3972024494,0.015697666,0.0131906201,0.0107527291,0.016189481,0.0119541076,0.0193227318,0.0153553478,0.0176751485,0.0124695392,0.0227305224,0.0158163129,0.0161148128,0.0223026432,0.0199598958,0.0188739087,0.0117843639,0.0073657227,0,0.0208598737,0.0293122503,0.0213547221,0.0234550642,0.0182042935,0.0188878395,0.0206885479,0.0198124116,0.0159945441,0.020971111,0.0318441861,0.0280882246,0.0205639751,0.010377344,0.0270873033,0.0153799861,0.018854391,0.0322873949,0.027553626,0.0261308621,0.0149005257,0.0175751828,0.0222058478,0.0161159523,0.02610624,0.0196168234,0.014397588,0.0253101827,0.0239422485,0.0242367636,0.0169279895,0.0217067301,0.0178562546,0.0205191084,0.0170864917,0.0164598677,0.0221217655,0.0161347405,0.0243759549,0,0.0148578971
6357.5304119788,0,0,0,0,0,0,0,0,0,0,0,0.0077582273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0059397432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6363.8681193997,0,0,0,0.0064245234,0,0,0,0.0060630156,0,0,0,0,0,0,0,0,0,0,0,0,0.0057472903,0.0098466205,0.0077097881,0.0068599074,0.0087067547,0,0,0.0060899085,0,0.0074898651,0.0080751023,0,0.0059291184,0,0,0,0,0,0,0.0088921783,0,0,0,0,0,0,0,0.0078822233,0,0,0,0,0,0,0,0,0.0073047789,0,0.0070489131
6384.3941681133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058559049,0.0069370408,0,0,0.00557187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6391.118984961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071409247,0.0138395009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074970744
6402.5219200852,0.0109138317,0.0065401755,0,0.0089577087,0.0081552604,0,0,0,0.0056489269,0,0,0,0.0114380006,0.0104790762,0,0,0,0.0073154726,0,0,0.006306131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313362391,0,0,0.0073392239,0,0,0,0,0,0.0086719277,0,0,0,0.0108711834,0,0,0.0078585205,0,0,0,0
6409.6305420225,0,0,0,0,0,0,0,0,0,0.0070582924,0,0,0,0,0,0,0,0,0,0,0,0.0078441652,0,0.0094329317,0.0069254542,0,0.0081455872,0.0112793667,0.0069152239,0.0085134795,0.0076969055,0,0.0067809232,0.008148384,0.0071457019,0,0.0060497979,0,0,0.0717926397,0.0097924259,0,0,0,0,0,0,0,0,0,0,0,0.0094167899,0.0089126224,0,0.0075466923,0.0090977572,0,0.0343272977
6421.4246066579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130207793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071111249
6443.3567234679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120484728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6454.8062933596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083379516,0,0,0,0,0,0,0,0.0086379091,0,0,0,0,0,0,0,0,0,0,0
6470.4015919253,0,0,0,0,0,0,0,0,0.0056061492,0,0.0055567351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061624036,0.0064847681,0,0,0,0.0070942776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0059107179,0,0,0,0,0,0
6477.1716874254,0,0,0,0,0,0,0,0,0.0055965156,0,0.0055698042,0,0,0.006340794,0,0,0.0073783623,0,0,0,0,0,0,0,0,0,0,0,0.0055726047,0,0,0,0,0,0.0063912417,0,0,0,0.0071296592,0.0095467906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069031839
6497.5032823384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058454109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6510.6982400418,0,0,0.0289091683,0.028276653,0.037887632,0.0351233775,0.0294650288,0.0317322043,0.0370451543,0.0218545956,0.0354574825,0.0314299494,0.0342691149,0.032514881,0.0279102178,0.0384682953,0.0450422773,0.0363460896,0.0382953932,0.0339591823,0,0,0,0,0,0,0.0331992418,0,0.0326356496,0.0293880094,0.0334639013,0.0377728162,0,0.0356129285,0.0392786915,0.0336001329,0.0278062614,0.0345082088,0.0367208568,0.0335444828,0.0306904011,0.0241321279,0.0300971745,0.019715906,0.0261458666,0.0271249557,0.0271875206,0.0296280378,0.0325226912,0.0237805361,0.0168670601,0.0356304874,0.0316600372,0.0305186529,0.0359614257,0.038042936,0.0260999866,0.0307922578,0.0353880627
6526.3610896807,0.034515642,0.0297333648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038582379,0.0364863652,0.0337652278,0.0317650454,0.0310816378,0.0368582666,0,0.0325867816,0,0,0,0,0.0336931978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6534.4830016978,0,0,0.0200998254,0.0173278718,0.020283246,0.0172843472,0.0217323108,0.0218798464,0.0246636131,0.0152985297,0.0277053639,0.0212035023,0.0194002065,0.0196036155,0.0185509233,0.0134982836,0.0169384337,0.0197140246,0,0,0.0313347816,0.0296494024,0,0.0211547085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190212668,0.0237751638,0.0148258286,0.0152448302,0.0100507586,0,0,0.0224660722,0.0130938115,0,0,0.0207451099,0,0,0.0174692066,0.0213126435,0.0163559428,0.0200150902,0.0207340238,0.0144437453,0.0145784693,0.0151640047
6541.6647227955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136947104,0,0,0.0255401783,0,0,0.0268798455,0.021237133,0,0.0212708662,0.0196721147,0.0243279306,0.0184691444,0,0.0256307108,0.0256931169,0.0143387289,0.0187729293,0,0,0,0,0,0,0.0121927941,0,0,0.018270005,0.0130330463,0,0.0147231152,0.0064115364,0,0,0,0,0,0,0,0
6548.0938275023,0,0,0,0,0.0080468415,0.0083216761,0.0072733085,0.0064524516,0,0,0,0,0.0089489541,0,0,0.008823963,0.0102170428,0.0070796382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084691426,0,0,0,0,0,0.0061391732,0,0,0,0.0082333703,0,0,0.0076434094,0.0086723707,0,0.0088532849,0,0,0.0103513616,0
6555.2830463569,0,0,0,0.0071422452,0,0,0,0,0,0,0,0,0,0.0088426163,0,0,0,0,0,0,0,0,0,0,0,0,0.0089651533,0,0.0079932095,0,0,0.0077384476,0,0.0085821646,0.0092258069,0.0073155732,0.0072230039,0.0092424383,0,0.0101765147,0.0071491778,0,0,0,0,0,0,0,0,0,0,0,0,0.0058450445,0,0.0080554626,0,0,0.0091170437
6561.7188596169,0,0.0079441856,0,0.0066697964,0.0102654989,0.0103654283,0,0.006080469,0.0080698785,0,0.0083400165,0,0.0103165235,0.0102120439,0.0103091242,0.0095721945,0.0113279849,0,0,0,0,0,0,0,0,0,0,0,0,0.0088858296,0,0.0074414109,0,0,0,0.0072178156,0,0.010764941,0.0074295808,0,0.0071573102,0,0,0,0.0065474913,0,0.0063982492,0,0,0,0,0.0074657751,0,0.0069844213,0.013458133,0,0,0.0113299235,0
6568.9155763041,0.010794147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098633809,0,0,0.0076475765,0.0085281744,0.007925698,0.0069285169,0.0072988427,0.0060141091,0.0086567874,0.0074782066,0.0089022168,0,0,0.0070375089,0,0.0073339498,0.0087258302,0.010679275,0,0.0079674747,0,0,0,0,0,0,0,0,0,0,0.0086947953,0,0,0,0,0.0109301281,0,0,0.0097028828,0,0,0
6575.358098185,0.0090367166,0.0074372695,0.0052287789,0.0066253391,0.007388098,0.0072553338,0.0071188673,0,0,0,0,0,0.0079519188,0.0088483798,0.0076484459,0.008709112,0,0.0054552265,0,0,0.0083745626,0.0082033831,0,0.0070486604,0,0.0077750164,0,0,0,0,0,0.007388672,0,0,0.0086874146,0,0,0,0.0077570869,0,0.0065834816,0,0,0,0,0,0,0,0.0076165296,0,0,0.0069492949,0.0085823365,0,0,0.0072460544,0,0.0092959612,0.0073009182
6582.5623127806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068345909,0,0.0059863834,0,0.0078736801,0.0097409208,0.0075955449,0.0085886048,0,0,0.0066637805,0.0083346162,0,0,0.0074674746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068725452,0,0,0,0,0,0,0
6590.7557316438,0.0089625928,0.0078032956,0.005056833,0,0.0073298839,0,0,0,0,0,0,0,0.0073402164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0080816704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6600.9699618317,0.0295442131,0.0254421501,0,0.0224089784,0.0196883838,0.0204337341,0.0282686613,0.026574221,0.027723774,0.0157842799,0.0284178386,0.0226305599,0,0.0366902594,0.024120912,0.0371685052,0.0358310638,0,0,0.019705804,0,0,0,0,0,0,0.0169028166,0.0280979639,0.0237172377,0.0228235101,0.0286453954,0.0285483455,0,0.0290207242,0.0232815044,0.0250170221,0.0235217775,0.0354601394,0.0239286376,0.0150187109,0.0257591395,0.017624638,0.0098967016,0.015625184,0.0186222404,0.0160980427,0.0240322734,0.022589208,0.027735594,0.0207128323,0.0157910687,0.0172611554,0.0331240103,0.029153626,0.0311814687,0.0296647633,0.0289812194,0.0329992822,0.0287315249
6616.4000716723,0,0,0,0,0,0,0,0,0,0,0,0,0.007634047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090122689,0
6630.0974843379,0,0.0038958716,0,0,0,0,0,0,0,0,0,0,0.0220295668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6638.66558493,0,0.004443769,0.0188020414,0,0,0,0,0,0,0,0,0,0,0.0069163756,0,0,0.0070785783,0,0,0,0,0,0,0,0,0,0,0.0066022756,0,0,0,0,0,0,0,0,0,0.0072520609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062659179,0,0,0,0,0.0106402811,0
6654.1021573227,0,0.0036072753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6664.7410767914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177928487,0,0,0,0,0,0,0,0,0,0.0058765673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6681.9260294854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196498919,0,0,0.0084480242,0.0089233972,0.007931958,0.0084473909,0.0073254142,0.0082419788,0,0.0097911583,0,0,0,0,0.0112552772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135448012,0,0,0,0,0,0,0,0,0,0,0
6691.8652318568,0,0,0,0,0,0,0,0,0,0.0078334326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069644437,0,0.0083267774,0.0101029801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6698.7505593881,0,0.0050254775,0.0060977205,0,0,0,0.0064257621,0.0064700902,0,0,0.0056940066,0,0.0073812255,0.0075381863,0,0,0,0.0068881915,0.0087776035,0,0.007751274,0.0075209692,0,0.006219537,0.0060083,0,0,0.0077717715,0.0067848482,0,0.0070871246,0,0.005635238,0,0.0061443027,0.0068560983,0.0083187207,0.0091898167,0,0,0.0063059339,0,0,0,0,0,0,0,0,0,0,0,0.0061703321,0,0.0064470927,0,0,0,0
6766.4531974793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057171183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073190463,0
6785.172797593,0,0.0057907471,0,0,0,0,0,0,0.0059551508,0,0.006032717,0,0,0,0,0.008507392,0,0,0,0,0,0,0,0.0059465332,0,0,0,0,0,0,0,0.0072810836,0,0.0061481045,0.0057983226,0,0,0,0.0060599456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086543495,0
6800.7792751899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098030286,0
6814.6668033611,0,0,0,0,0,0.0083156061,0,0,0,0,0,0.0083593038,0.0110877966,0.0089115574,0,0.0153119498,0.0155398817,0,0,0,0,0,0,0,0,0.0112646813,0,0,0,0,0,0,0,0.0105710687,0.0104366899,0,0,0,0.0109863091,0.0093437435,0.0061425666,0,0,0,0,0,0,0,0,0,0,0,0,0.0065937643,0,0,0.0078399376,0,0
6826.7698245796,0.0168968695,0.0181734633,0.0177205734,0.0169934024,0.0231122206,0.0149066576,0.016747298,0.0165681881,0.0209984334,0.0123396182,0.019573803,0.0189247496,0.017298593,0.014732687,0.0113250986,0.0278811729,0.0267714442,0.0204054719,0.0226188345,0,0.0203936348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159615339,0.0203533391,0.017432808,0.0109607691,0.0113499994,0.0188842049,0.0063463125,0.0117008573,0.0129496881,0,0.0196257608,0.0201739671,0,0,0.0134177686,0.0138781366,0.0144023234,0.0144821154,0.0191721501,0.0132595005,0.0206611858,0.0185392421
6834.1108893083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197018914,0,0.019403249,0.0175808416,0.0182848353,0.0187830064,0.0187948685,0.0145442251,0.0169101561,0.0121944134,0.0115299551,0.0202749367,0.0259341637,0.0178280629,0.0177621241,0.0177822733,0.014070299,0.0113825308,0,0,0,0,0,0,0,0,0,0.0113174575,0,0,0.0099213163,0.0090866017,0,0,0,0,0,0,0,0
6842.4845059132,0,0,0,0,0,0.0076293619,0,0,0.0085443118,0,0,0,0,0,0.0058443262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110459747,0,0,0,0,0,0.011272597,0,0,0,0,0,0,0,0,0,0.012573053,0
6849.385244017,0.0080353965,0.0089646199,0,0.0068063626,0.0088700891,0,0.0073200591,0.0066105659,0,0,0.0087920361,0,0.0085985274,0.0078603734,0,0.0129590081,0.0127888339,0.0091219588,0.0114596867,0,0.0100553522,0.0098087182,0,0,0.0082090919,0.010358955,0.0078341556,0,0.0072399911,0,0.0081166738,0.0125411335,0,0.009524192,0.0097039452,0,0,0.0095470206,0.0095817369,0,0.005959921,0,0,0,0,0,0,0,0,0,0,0.0080017523,0.0080285721,0,0.0077055167,0.0075100415,0,0.0146818971,0.0084947635
6856.3513833548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085191252,0.0069230744,0,0,0,0,0.0064466474,0,0,0,0,0,0,0.0113320523,0,0,0,0,0,0,0,0,0,0
6866.8716407395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121998404,0,0,0,0,0,0,0,0,0.0182106926,0
6873.7822734026,0.0112450718,0.0124417235,0.0092123385,0.0097002861,0.0120999805,0.0109170393,0.0102690649,0.0095532091,0.0122139964,0,0.0126970806,0.0090666043,0.0120455205,0.0108669068,0.0083133235,0.0170291681,0.0180500734,0.0129001125,0.0154540039,0.0095792355,0.0140539452,0.013912444,0.012601877,0.0131871657,0,0.0142403727,0.0112697986,0,0.0101079101,0,0.011594153,0.0158471277,0.01232186,0.0132546681,0.0135735732,0.0120153698,0.0095436278,0.0132726294,0.0131981605,0.0100782942,0.0086052342,0.0065043027,0.0087218485,0,0.0075343223,0,0.0079802011,0,0,0,0,0.011257602,0.0112352125,0.0078058309,0.011013116,0.0110275935,0.0086428382,0.0171258192,0.011701501
6887.7429713412,0.0292671627,0.0315723883,0.0241840765,0.0243351401,0.0316967604,0.028116475,0.0269713849,0.028738172,0.0322351625,0.0208866234,0.0319639068,0.0284370475,0.0282475684,0.0258964074,0.0224632314,0.0403333223,0.0417353591,0.0318144349,0.0352696712,0,0.0327997665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308581839,0.03383614,0.0243255708,0.024050435,0.0182932341,0.0276665062,0,0.0211266752,0.0206523591,0,0,0.029268965,0,0,0.0285360753,0.0262842491,0.0258184267,0.028605283,0.0325972755,0.0246224689,0.0370227378,0.0295980004
6895.1168463581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029298523,0,0.0325023598,0.0297687277,0.0296281325,0.0276703446,0.0331162392,0.0295335812,0.0291292858,0.0271200051,0.024711915,0.0311270947,0.0373442515,0.029912099,0.0315699481,0.0340063475,0.0289720965,0.0227799401,0,0,0,0,0,0,0.0157554587,0,0,0.0212315543,0.0265628721,0,0.0190741898,0.0167871019,0,0,0,0,0,0,0,0
6903.465741734,0.0085946065,0,0,0.0079430491,0.010117003,0.0096032632,0,0,0,0,0,0.007738743,0.0099240407,0,0.0079217699,0.0135189351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068980261,0,0,0,0.0057961111,0,0,0,0.0092596375,0,0,0.008393492,0.008092386,0.006595781,0.0089127513,0.0089429963,0,0.0142777145,0
6910.8480539167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074416137,0.0106101009,0.0110477484,0.0093717473,0.011184564,0,0.0112205927,0.0091739819,0.0106045589,0.0081955489,0.0094995158,0,0.0107977043,0.0105491434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6919.5953847969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065951012,0,0,0.0074775378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6926.2787943524,0.0074497611,0.0070097716,0.0052001841,0,0,0,0.0063302816,0,0.006302766,0,0.0067398127,0,0.0072914554,0.0065159888,0,0.0104193984,0.0100390143,0.0068469861,0.0096275478,0,0,0,0,0,0,0.0082579592,0,0,0,0,0,0,0,0,0,0,0,0.0081533046,0.0074586445,0,0,0,0,0,0,0,0,0,0.007725495,0,0,0.0066647363,0,0,0,0,0,0.0118184479,0.0071450712
6933.6026599843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077604807,0.0081691393,0.0071065748,0.0088135157,0.0061748877,0,0.0078435614,0.008198355,0.0070392492,0.0075801464,0.0063080693,0.0094781824,0.0077589206,0.0074963355,0.0080341836,0.0069899544,0.0062290973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066694179,0,0,0,0,0,0
6941.9748935754,0,0.0063825568,0,0,0,0,0,0,0.0058515423,0,0.0061621693,0,0,0,0,0.0091163507,0.0092878732,0.0060887301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007480673,0,0.0066619453,0.0071129996,0,0,0.0075424429,0.0066442483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0096888143,0
6949.0611556024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058773113,0,0,0,0,0.0082802967,0,0.0073765604,0,0.0063888038,0.0075063275,0.0055964514,0.0075416307,0,0,0.005726053,0,0,0.0074883629,0.0063540135,0.0066627808,0,0,0,0,0.0066135377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0059220831,0,0,0,0,0.0097945177,0
6956.0786655738,0,0.0063870476,0,0,0,0,0,0,0.0058419134,0,0.006302741,0,0,0.0063330027,0,0,0,0.005842588,0.0081991164,0,0.007465499,0,0,0.0073368411,0,0,0,0.0073086101,0,0,0,0.0074513187,0,0,0,0,0,0.0078621591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061166294,0,0,0,0,0,0
6963.4153026234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090324969,0.008794776,0,0,0,0,0,0,0.0073266132,0.0059029096,0.0075958415,0,0,0.0060733548,0,0.0063335893,0,0.0062022244,0.0068833397,0.007107498,0,0.0061487461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6970.0490486941,0,0.0068693114,0.0049663711,0,0,0,0,0,0.0061360122,0,0.0067838865,0,0,0.0063585961,0,0.0092625691,0,0.0060814621,0.0084249988,0,0.0078850771,0.0077950708,0.0068456714,0.007632322,0.0061150586,0.0080325189,0,0.0076472809,0.0060937216,0.0068805318,0.0063000919,0,0.0067202273,0.0068553925,0.0073015401,0.0066740243,0.0059701876,0.0082457698,0.0067188135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065123109,0,0,0,0,0.0081933795,0
6985.9427350454,0,0,0,0,0,0,0,0,0.0071674537,0,0,0,0,0,0,0,0.0083612528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008440598,0,0,0,0,0,0,0,0,0.0082745006,0
6992.9011545924,0.0073517912,0.0080350976,0.005831025,0.0065263071,0,0,0.0069755177,0.0065393995,0,0,0.0078809553,0,0.0076755779,0.0071182979,0,0.0107504017,0,0.0065679011,0.0092428756,0,0.008791951,0,0.0078580437,0.0087195742,0.0073043513,0.0087317353,0,0.0088335485,0.0066660337,0,0.0076094935,0.008265461,0.0071399033,0.0076412642,0.0082603754,0.0074700998,0.0067297672,0.0091928264,0.0075122906,0,0,0,0,0,0,0,0,0,0,0,0.0120596562,0.0069390794,0.0073706128,0,0.0065191004,0,0,0,0.0074943865
7000.0186291459,0.0072893335,0.0084795932,0,0.0064856284,0,0,0.0071574044,0,0.0071838476,0,0.0080784925,0,0.0077388324,0.0074498616,0,0.0116591054,0.0085735776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086934913,0,0,0.0071684136,0,0,0.0065435625,0,0,0.0082448862,0
