Mass,L1a1,L1a2,L1a3,L1a4,L1a5,L1b1,L1b2,L1b3,L1b4,L1b5
619.37,0.000271109,0.0001857416,4.02265e-05,0.0001584617,8.07378e-05,0.0001667576,0.0001929193,0.0001880859,0.0002925745,0.0001904281
621.04,0.000385809,0.0001725372,0.0002257713,0.0002450031,9.9961e-05,0.0003953544,0.0002692505,0.0003585677,0.000510685,0.0004216092
622.69,0.0014950099,0.0009058202,0.0002916422,0.0012985165,0.0005121935,0.0037979037,0.0020023872,0.0017715284,0.0041551912,0.0031705902
624.42,0.0002228829,0.0002042277,0.0003328744,0.000544144,0.0002956113,0.0007594418,0.0001615503,0.000242288,0.0001341406,0.0002085817
626.11,0.0015862485,0.0012456128,0.0008090558,0.0015518182,0.0005006596,0.0060581637,0.0041762582,0.006473213,0.0100642449,0.0117806061
627.78,0.0010505475,0.0001857416,0.0003600273,0.0002608098,0.0001772813,0.0031927127,0.0017279085,0.0019373776,0.0023844291,0.0029920176
629.45,0.0002098488,7.39445e-05,0.0001302333,0.0002102285,8.45824e-05,0.000161199,6.43064e-05,0.0001371267,0.0003020805,0.0002100636
631.11,0.000271109,0.0003521167,0.0001332503,0.0002552774,0.0001217474,0.00021609,0.0002629767,0.000162143,0.0001336125,0.0001141086
632.81,0.0003049977,0.0002808131,0.0001724712,0.0001185499,0.0001149125,0.0003432427,0.0004349833,0.0002242206,0.0001943455,0.0001826479
634.46,0.0001147,0.0002367985,0.0001287248,0.0002098333,0.0001055144,0.000353665,0.0003393079,0.0002019839,0.0004837513,0.0002874945
636.11,0.0033823458,0.0066418014,0.0015245849,0.0028301812,0.0012486586,0.0122372265,0.0018424053,0.0019443266,0.0044805087,0.0034136268
637.82,0.001358152,0.0022676316,0.0009604081,0.0006852184,0.0004801547,0.0036638028,0.0005123602,0.0007667049,0.0019397582,0.001139975
639.48,0.0004405522,0.0002015868,0.0001533636,0.0002533016,0.0003272229,0.0006635562,0.0002514747,0.0003891433,0.0003052492,0.0004771816
641.19,0.0002606818,0.0001364452,5.78256e-05,0.0001232919,8.33009e-05,0.0002070573,0.0003063705,0.0001575104,0.0003707352,0.0002678589
642.85,0.0002698056,0.0003371517,8.6487e-05,0.0001786152,0.0002272619,0.0006809268,0.0001212934,0.0001496349,0.0002307853,0.0003412145
644.51,0.0003271556,6.51416e-05,0.0001181654,8.37753e-05,7.64659e-05,0.0003953544,0.0002692505,0.0001172062,0.000149984,0.0001304099
646.17,0.0001981181,0.0003794058,0.0002137034,9.40496e-05,0.0001136309,0.0001514715,0.0002211514,0.0001853063,0.00018748,0.0002215486
647.85,0.0013920406,0.0012130421,0.0006657488,0.0011661358,0.000469048,0.0019746876,0.0019762464,0.0013179912,0.0018478666,0.0022751337
649.5,0.0008719805,0.0009146231,0.0009900751,0.0010614168,0.0007104069,0.0005232019,0.0013499122,0.0009408928,0.0011048119,0.0008002424
651.18,0.0137314118,0.0099094444,0.0052168762,0.0084782935,0.0034969277,0.020756454,0.0085799415,0.0066775133,0.0173976187,0.0124070922
652.89,0.0012682168,0.0019621703,0.0019489747,0.0020339211,0.0011025617,0.0067224146,0.0037506855,0.0030955421,0.0060516441,0.0041468119
654.58,0.0001160034,0.0002015868,0.0001885618,0.0002453983,0.000102097,0.0001716213,0.0001364551,7.08797e-05,0.0007504482,0.0003178741
656.33,0.0003349761,0.0001100365,0.0001181654,0.0001142031,0.0001401163,0.0004849866,0.0001667785,0.0002459941,0.0001906487,0.0003482537
658.03,0.0002528613,0.0001549314,0.0001081088,0.0002943989,9.26989e-05,0.000369646,0.0003095074,0.0001292512,0.0002640564,0.0001807955
659.85,0.0001902977,0.000338032,0.0001749853,0.0001201306,0.0001482328,0.0002133107,0.0005149742,0.0004868924,0.0003269018,0.0002296992
661.52,0.0030421562,0.004537904,0.0001639231,0.0001963977,0.0008039602,0.0015459817,0.01328529,0.0142125315,0.000842868,0.0003604796
663.41,0.0096230672,0.0126594759,0.0066992233,0.0094187894,0.0028296664,0.0666620345,0.0575495486,0.0626140792,0.0666272342,0.0600229996
665.13,0.0044706922,0.0065986671,0.0035665834,0.0046388575,0.0018074152,0.0333619369,0.0238535026,0.0310119393,0.0298119655,0.0273016047
666.83,0.0026667744,0.0026796081,0.0016216314,0.0021908021,0.0007052807,0.0049513103,0.0016003413,0.002110639,0.0053693225,0.0030164694
668.52,0.0005057226,0.0003213065,0.000125205,0.0002181318,0.0001179028,0.0038625223,0.0070266537,0.0102576314,0.0056370756,0.0084429283
670.31,0.0002763227,0.0003230671,0.0001076059,0.0001671554,0.0001315727,0.0010929569,0.0025842819,0.0034902445,0.0017570312,0.0024922365
672.02,0.0001290375,0.0001681357,8.9504e-05,0.000156881,5.51067e-05,0.0003453271,0.0005364097,0.0004702148,0.0004515364,0.000436058
673.73,0.00017205,0.0001602131,0.0001387815,0.0003007216,9.22717e-05,0.0001980246,0.0006498609,0.0005721333,0.0001457591,0.0005183052
675.47,0.0003675613,0.0004876816,0.0005103739,0.0007061622,0.000643339,0.0024888568,0.0044596247,0.0022523983,0.0018283264,0.0010143814
677.27,0.0044355002,0.0044023391,0.0017478421,0.0045463886,0.0015493961,0.0022067585,0.0024012962,0.0013652443,0.0019186337,0.0012074028
678.97,0.004651866,0.0031743321,0.0037561509,0.0041235606,0.0025378998,0.0093738601,0.0062643873,0.0055100834,0.0132593271,0.0093735806
680.72,0.0007859555,0.0007799385,0.0005133909,0.0005635072,0.0003699413,0.0016578482,0.0007078935,0.0014926424,0.0021800495,0.0012125896
682.41,0.0002867499,0.0001153182,0.000179008,0.0002813584,9.48348e-05,0.0010825346,0.0001756663,0.0004502944,0.000899376,0.0004982991
684.13,0.0003675613,0.0001963051,0.0001000635,0.0003264074,9.22717e-05,0.0006044962,0.00012809,0.0002733268,0.0001753334,0.0006802061
685.86,0.0002437374,0.0001531708,5.27973e-05,9.68157e-05,0.0001456697,0.000341853,0.0005494801,0.0005322924,0.0001288595,0.0003556633
687.55,0.0001225204,0.000141727,5.43058e-05,6.52024e-05,7.68931e-05,0.0004641419,0.0002441553,0.0002450676,0.0001109037,0.0001993196
689.24,0.0003180317,0.0005809926,0.0002765573,0.0006030238,0.0005339799,0.0025187342,0.0037391836,0.0013050198,0.0021721278,0.0018994644
690.98,0.0011834952,0.0010264202,0.0020968071,0.0022315042,0.0021128517,0.0017328891,0.0014314716,0.0011567747,0.0012151875,0.001245933
692.88,0.0029561312,0.0063046496,0.0069868429,0.0048099645,0.0048169261,0.0041633807,0.0018403141,0.0035022895,0.0028676523,0.0025474384
694.67,0.0005018124,0.0004868013,0.0006350761,0.0006251531,0.0006993001,0.0021025351,0.0007821335,0.0006833171,0.0023807323,0.0019050216
696.37,0.0002580749,0.0002676087,6.93907e-05,0.0001106466,0.0001482328,0.0005329294,0.0006346992,0.0006133639,0.0006538036,0.000436058
698.09,0.0002658954,0.0001065153,0.0001101201,0.000161623,5.12621e-05,0.0002473571,8.73104e-05,0.0002589656,0.000182727,0.0002786029
699.8,0.0001564091,0.0002244744,0.0001151484,9.72109e-05,0.0001725823,0.0004412127,0.0004647839,0.0001060879,0.0001494559,0.0001896871
701.54,0.0005252737,0.0006901487,0.0005350127,0.0011013285,0.0009470668,0.0060873462,0.0169967643,0.0060145799,0.0040331972,0.0031713312
703.25,0.0074528915,0.0065960262,0.0065257465,0.0099949419,0.0081711743,0.0363705214,0.0394914669,0.0318384055,0.0340833415,0.0251846671
704.97,0.0077213938,0.0069314173,0.0067213479,0.0088588387,0.0082181645,0.0162289859,0.0203234457,0.0140262987,0.0151821857,0.012593445
706.78,0.0091408059,0.0065458496,0.0114499748,0.0093646516,0.0109149767,0.0088360669,0.0067872038,0.0080279331,0.0085459207,0.0082628737
708.52,0.0007989896,0.001001772,0.0008839777,0.0007267109,0.0010162706,0.0012479025,0.000609604,0.001342081,0.0010287637,0.0007672695
710.29,0.0001186102,0.0002367985,0.0001915788,0.000156881,0.0003468734,0.0006239513,0.0005667331,0.0004285209,0.0004219621,0.0003538109
712.01,0.0003545272,0.0002922569,0.0001428041,7.31058e-05,0.0002336696,0.0009053547,0.0005515714,0.0005939068,0.0007731571,0.0002963861
713.82,0.0001981181,0.0001461284,9.00068e-05,0.0003449802,0.0002396502,0.0002272072,0.0004198216,0.0002413615,0.0001763897,0.0002115456
715.59,0.000200725,9.77124e-05,0.0001508494,0.0003086249,0.0001828347,0.0003203135,0.0002702961,0.0001639961,0.0001975142,0.0002467414
717.34,0.00207242,0.0020493192,0.002660984,0.0023852239,0.002505861,0.000915777,0.0022711149,0.0012248748,0.001250571,0.0008624835
719.06,0.0169638656,0.0359704821,0.037352331,0.0209742431,0.0245314647,0.0062422918,0.0042949375,0.0053752731,0.0030878753,0.002567074
720.81,0.0110555135,0.0277283103,0.0203521027,0.0134526472,0.0176597839,0.0298919897,0.0089846015,0.0134689899,0.0115144426,0.010567646
722.57,0.0008511259,0.0026567205,0.0017594072,0.0014269456,0.0014938622,0.0024610638,0.0011998639,0.0015524037,0.0006981651,0.0010569869
724.32,0.0006373669,0.0002605664,0.0001503466,0.0003694805,0.0003114171,0.0007754227,0.0006169235,0.0001853063,0.0002973275,0.000404567
726.09,0.0007598873,0.0002130306,0.000226777,0.000232753,0.0001700192,0.0003078067,0.0002812753,0.0002228309,0.0002064921,0.0001493045
727.82,0.0001746568,0.0001496496,0.0002810828,0.0002778019,0.00034132,0.0001424388,0.0003194409,0.0001922553,0.0002096608,0.0001537503
729.55,0.0003427965,0.0002086291,0.0001397871,0.000142655,0.0003665238,0.0012173303,0.0020787184,0.0010261338,0.0014137579,0.001001044
731.29,0.0035113833,0.00229316,0.0041010933,0.0040208174,0.0055239155,0.0027334345,0.0040549647,0.003091836,0.0037142171,0.0035062474
733.14,0.0609030798,0.0407126138,0.0632360824,0.0552181713,0.0658670638,0.0101673482,0.0147925699,0.0105698725,0.0102110603,0.0089786461
734.88,0.0140259822,0.0103874428,0.0118587768,0.0152332667,0.0167011831,0.0176304444,0.0127959337,0.0158872374,0.0147697296,0.0132143738
736.62,0.0012173838,0.0014216712,0.0019932238,0.0019797833,0.0014507166,0.0014521805,0.0011941129,0.0010131623,0.0019925695,0.0011110774
738.36,0.000357134,0.0002482423,0.0005234475,0.0003528835,0.0002413589,0.0005127795,0.0003753822,0.0003632004,0.0003707352,0.0002600788
740.11,0.0003727749,0.000437505,0.0005566344,0.0006239676,0.0004664849,0.0005919894,0.0001829858,0.0001209124,0.0001399499,0.0001774612
741.91,0.0005969612,0.0007781779,0.0013128929,0.001511116,0.0018339006,0.0002014987,0.0004229585,0.0002209778,0.0002424038,0.0001367081
743.67,0.0132191721,0.0144799192,0.0176624573,0.0165507512,0.019332209,0.0015265266,0.0015203504,0.0006870232,0.0012463461,0.0010836616
745.58,0.0044289831,0.0062051766,0.0088588844,0.008127781,0.0086573096,0.0006566079,0.0008579419,0.000740762,0.0007578418,0.0006420464
747.58,0.0496507516,0.0901436372,0.0726742286,0.0520189048,0.062729825,0.025823105,0.0162135852,0.0158158945,0.0123831881,0.0102356936
749.34,0.0083261754,0.0151049264,0.011759719,0.0080195054,0.0084821642,0.0136213144,0.0062126284,0.0064829416,0.0050577359,0.0026341314
751.1,0.0011039873,0.0019639309,0.0016875023,0.000753187,0.0009286979,0.0017690199,0.0009760984,0.0009126336,0.0005888457,0.000640194
752.97,0.0004535863,0.0005440203,0.0005159051,0.0004611591,0.0002708346,0.0004620574,0.0001636416,0.0001658492,0.0005518778,0.0001570846
754.9,0.0002841431,0.000621486,0.0008538078,0.0008211556,0.0004139412,0.0005106951,0.0003016651,0.0003201167,0.0002593034,0.0003953049
756.7,0.0010805259,0.0005493021,0.0012062926,0.001180757,0.0016168912,0.0003981337,0.00049563,0.0003210432,0.0001447029,0.0001996901
758.55,0.0351555423,0.0285020867,0.0399107374,0.0434058595,0.0554151544,0.0030808462,0.0071374908,0.0033994445,0.0037907934,0.0030612978
760.59,0.1900748026,0.1415834864,0.1634151909,0.150156881,0.1804301059,0.0544428734,0.0784271798,0.057961964,0.0540005862,0.0469760839
762.58,0.1004107041,0.0742332439,0.0927291579,0.0898880889,0.0941154559,0.0226609645,0.0342596422,0.0265215039,0.0238912933,0.0217899349
764.58,0.0042230445,0.002540522,0.0051037392,0.0051600819,0.0056029445,0.0031927127,0.0028765364,0.0023385658,0.0025391662,0.0006909501
766.38,0.0017165894,0.0020405163,0.0019826644,0.0026144204,0.0028083072,0.0011811995,0.0009243396,0.0002844452,0.0007171771,0.0001574551
768.22,0.0033341197,0.0026100651,0.0049443416,0.0046882533,0.0054209641,0.0004238422,0.0006587488,0.0002061533,0.0007108398,0.0001693106
770.0,0.0022627177,0.0029648227,0.0039235938,0.0035039398,0.0034900928,0.0005377932,0.0002075581,0.0004632658,0.0002038515,0.000363073
771.89,0.0125127245,0.0221111685,0.0218178563,0.0195512491,0.0190160929,0.0019031208,0.0022873222,0.0015658384,0.0014755471,0.0015104576
773.88,0.0100597092,0.0166771275,0.0113328151,0.0094421042,0.009791483,0.0070642677,0.0053567778,0.0044654191,0.0045190609,0.0030409213
775.66,0.0048447705,0.0067544787,0.0045279972,0.0030408049,0.0033320347,0.0029384074,0.0030872314,0.0020712614,0.0019645795,0.0016382741
777.48,0.0030486732,0.0030968664,0.0026745604,0.0027124217,0.0024657057,0.0028765681,0.0020217314,0.0014611403,0.0024768489,0.0015212016
779.28,0.0003897192,0.0002966583,0.0005586457,0.0005295229,0.0001572037,0.0006371529,0.0004715805,0.0004155494,0.0004150966,9.03978e-05
781.09,0.0014924031,0.0013301209,0.001008177,0.0017735065,0.0008970863,0.0009116081,0.0010330854,0.0007824559,0.0010218982,0.0007079923
782.95,0.0016618462,0.0005713094,0.001068014,0.0016952635,0.0016672989,0.0015661315,0.0039551068,0.0013360586,0.0013139446,0.0008687817
785.0,0.0059383305,0.0050625579,0.0060374971,0.007500652,0.0082211548,0.0025958595,0.0038311993,0.0023316168,0.0022286359,0.0020898924
786.83,0.0690389576,0.0796303127,0.0929307933,0.0923495799,0.1019893101,0.0079682327,0.012080198,0.0083012599,0.0082010631,0.0056554171
788.63,0.0319634941,0.0300883725,0.0342131543,0.0336705419,0.0326859788,0.0259155164,0.0226175644,0.0304314672,0.0341166126,0.0330755762
790.46,0.0140364094,0.0115503082,0.011491207,0.013737167,0.0110952483,0.0048331903,0.0066664331,0.0043792516,0.0162880538,0.0057069142
792.46,0.0015210781,0.0028345395,0.0033750047,0.0034810202,0.0037062478,0.0015154094,0.0013786671,0.0009427459,0.0012093782,0.0013448519
794.28,0.0025755358,0.0079719222,0.0038637568,0.0036817647,0.0040467134,0.0050694302,0.0010058989,0.0018104428,0.0025777184,0.0013552254
796.1,0.0011639441,0.0022429834,0.0017624242,0.0016838037,0.0016796872,0.0023241837,0.0009185886,0.000704164,0.0011254083,0.0006813175
798.05,0.0007064476,0.0005255342,0.0006250195,0.0006449114,0.0008782902,0.0006121393,0.0008731035,0.0005017169,0.0010129203,0.0004819979
799.87,0.0017778496,0.0025642899,0.0029707282,0.0039848572,0.0026344433,0.0007754227,0.0013352733,0.0009195826,0.0011824445,0.0006998417
801.68,0.0012695202,0.0011980771,0.0016065465,0.0014727849,0.0020022111,0.0014243876,0.0007633121,0.0009177296,0.0010488319,0.0011058906
803.56,0.0009658259,0.0007103955,0.001160535,0.0011447968,0.000759533,0.000837262,0.0011261467,0.0009432092,0.0009115226,0.0008932336
805.39,0.001042727,0.0004938437,0.0003771236,0.0010709007,0.0004310286,0.0011846736,0.0010576578,0.0006198496,0.0007863599,0.0007761611
807.21,0.0014402667,0.00120688,0.0010328158,0.0016849892,0.0014255128,0.0024332709,0.0059930455,0.0023918413,0.0020337622,0.001778687
809.07,0.0066656326,0.003282608,0.002177763,0.0045740502,0.0025302104,0.0085894046,0.0093045652,0.0045335191,0.006182088,0.004047893
810.9,0.0010453339,0.0011743092,0.0008638644,0.0016142544,0.001096154,0.0033233395,0.0087576991,0.0041073146,0.0042354644,0.0027578726
812.86,0.0022340427,0.0017315339,0.0017941026,0.002107422,0.002461861,0.0086394319,0.011359234,0.0086857705,0.0090893488,0.0070602872
814.68,0.0050845977,0.0075581851,0.0075842067,0.0105062871,0.0079810775,0.0040299747,0.0050409967,0.004426968,0.005189236,0.0043005622
816.64,0.0022575041,0.0036804999,0.0017679554,0.0050502256,0.00206458,0.0044510375,0.0051157594,0.0040721064,0.0053952,0.0022554981
818.53,0.0011847986,0.0009348699,0.000942809,0.0012313383,0.0010436104,0.001430641,0.0011104622,0.0003627371,0.0010525287,0.0008824896
820.4,0.0007507635,0.0017315339,0.0015803992,0.0015281082,0.0007612418,0.0011402049,0.0006451556,0.0006749783,0.0005724742,0.001032535
822.36,0.0006112987,0.0007341633,0.0008301747,0.0007832197,0.0006659798,0.0012006545,0.0008396433,0.0004456617,0.0009574684,0.0004908895
824.2,0.0007416396,0.0003794058,0.0003117555,0.0004398201,0.0006629895,0.000699687,0.0008344151,0.0004716046,0.0004832232,0.0003215789
826.09,0.0002320068,9.24306e-05,0.0001870533,0.0001596472,0.0002268347,0.0003390737,0.0003779963,0.0002154186,0.0002487411,0.0005186757
827.92,0.0004601033,0.0001126773,0.0002639865,0.000418086,0.0005651643,0.0001424388,0.0003774735,0.000336331,0.0003823536,0.000277862
829.89,0.0004640135,0.0004269415,0.0003363942,0.0002592291,0.0002904851,0.0005635016,0.0003638803,0.0003942392,0.0005054039,0.0001945034
831.86,0.0015575735,0.0005721896,0.0006546865,0.0012443788,0.0009487755,0.0007253954,0.0011831337,0.0010182582,0.0011676573,0.00085211
833.94,0.0016853076,0.0012693807,0.000757767,0.0018122328,0.0009679988,0.0025770993,0.0058058772,0.0033512648,0.0033382008,0.0024733419
836.03,0.0010231759,0.0004137371,0.0005234475,0.0008274783,0.0003426015,0.003321255,0.0054911417,0.0022097779,0.0038784601,0.0025918964
838.02,0.000650401,0.0002042277,0.0001136399,0.0003698757,0.0002789511,0.0018246058,0.0019386036,0.0009107806,0.001648768,0.0012603818
839.86,0.0002463443,0.0003371517,0.0002730375,0.0001315904,0.0003220967,0.0005468259,0.0006357449,0.0002214411,0.0002503254,0.0001170725
841.72,0.0005761067,0.000500886,0.0003112527,0.0002987457,5.72426e-05,0.0006163082,0.0007382169,0.0002302431,0.0003068335,0.0003530699
843.59,0.0004757442,0.000494724,0.0002483987,0.0004271748,0.0004280383,0.0006385425,0.0004198216,0.0001496349,0.0004415023,0.0002515577
845.51,0.0004288215,0.0003424335,0.0001473296,0.0004516751,0.0002849317,0.0003439375,0.0006770474,0.0006453293,0.000308946,0.0004649557
847.38,0.0002567715,0.0003785255,0.0001780023,0.0003354962,0.0004237665,0.0004641419,0.0002859806,0.0004929148,0.0002181106,0.0002215486
849.29,0.0003740783,0.0001980656,0.0004605936,9.36544e-05,0.0001918056,0.0003918803,0.0003251919,0.000249237,0.000426187,0.0002923108
851.3,0.0003636511,0.0002183124,0.0002725346,0.0001975832,0.0001341358,0.0003988285,0.0002812753,0.0003321616,0.0005529341,0.0002219191
853.28,0.0004744408,0.0001593328,0.0001961043,0.0002406563,0.0001285824,0.0004057768,0.0002980054,0.0003506922,0.0002804279,0.0003137988
855.14,0.0002919636,0.0004401459,0.0001000635,0.0001292194,0.0001619027,0.0004474662,0.0001547537,0.0002547962,6.65422e-05,0.0003141693
857.02,0.0002254897,0.0002033474,0.0001352617,0.0002616001,0.000137126,0.0003960492,0.0005045179,0.0001913288,0.0001980423,0.0002278468
858.89,0.0006816828,0.0002816934,0.0002780658,0.0002687131,0.0004626402,0.0003974389,0.00036754,0.0002696207,0.0003527793,0.0003538109
860.92,0.000535701,0.000826594,0.0003389084,0.00033273,0.0004212034,0.0011408997,0.0001777576,0.0002098594,0.0005671931,0.0001430063
862.86,0.0003714715,0.0002623269,0.0002735403,0.0003117862,0.0002481939,0.0008692238,0.0001636416,0.0002154186,0.0005502935,0.0005520191
864.74,0.0002163659,0.0001214803,0.0002121949,0.0001884943,7.98834e-05,0.0005683654,0.00020233,0.0001135001,0.0003348235,0.0003097235
866.62,0.0002111522,0.0001373255,0.0001040861,0.0001201306,0.0001614755,0.000495409,0.0003063705,0.0002821289,0.0002149419,7.07622e-05
868.49,0.0002502545,0.0004243006,8.39729e-05,0.0001343566,6.9631e-05,0.0002959947,0.0002316077,0.0003988719,0.0001061507,0.0002508167
870.37,0.000507026,0.0001707766,0.00016694,0.0002414466,0.0002567375,0.0002501364,0.0001427289,0.0001334206,0.0002614158,0.0002167323
872.28,0.0005435215,0.0003441941,0.0003313659,0.0001560907,0.0003370481,0.0002327658,0.000182463,0.0002992697,0.0003665103,0.0002937927
874.16,0.0005839271,0.0005677882,0.0006305506,0.00055837,0.0004848538,0.0004571937,0.0001568449,0.0001593634,0.0004716047,0.0004853322
876.04,0.0010453339,0.0004885619,0.0008010105,0.0005808945,0.0008684649,0.0002466622,0.0002472922,0.0003928494,0.0003612291,0.0003686302
878.0,0.0001994215,0.0001963051,0.0001810193,0.0001884943,0.0001238833,0.0001737058,0.0003042792,0.0001589002,0.0001035101,0.0002015425
879.9,0.0001968147,0.0001540511,0.0002292911,0.0002054865,0.0001255921,0.0002779293,0.0001861227,0.0002487737,0.0002994399,0.0001778317
881.79,0.0004366419,0.000380286,8.29672e-05,0.0001892847,0.0002340968,0.000420368,0.0001929193,0.0002617452,0.0003332392,0.000533495
883.69,0.0002476477,0.0002130306,0.000146324,0.0001525342,0.0001704464,0.0001563352,0.0003251919,0.0001037715,0.0001711085,0.0001448587
885.59,0.0001629261,0.0002095094,0.0002956649,0.0002750358,0.0002977472,0.0002188693,0.0001087458,0.0002761064,0.0003432733,0.0005075612
887.52,0.0008211475,0.0011883939,0.0008367115,0.0008535593,0.0009953386,0.0004731746,0.0001422061,0.0001964247,0.0004024219,0.0002715638
889.5,0.0007286055,0.0007464874,0.0006818394,0.0006619036,0.0006330866,0.0003981337,0.0001735751,0.0002737901,0.0005043477,0.000308612
891.44,0.0006178158,0.0005052875,0.0004525483,0.0006306855,0.0002366599,0.0002563898,0.0001777576,0.0004048943,0.0004103436,0.0001544912
893.37,0.000471834,0.0002015868,6.53681e-05,0.0001944218,0.000106796,0.0002244279,0.0001108371,0.0002399717,0.0002281447,0.0001404129
895.28,0.0002202761,0.0001989459,0.0001619117,0.0001442357,0.0001089319,0.000192466,0.0002551345,0.0002015206,0.0002165262,0.0002245125
897.2,0.0002906602,0.0003635605,0.0002026411,0.0001801958,0.0002349512,0.0002939102,0.0001035177,0.0002024472,0.000102982,0.0001070695
899.19,0.0002215795,0.0003873284,0.0003715924,0.0004821029,0.0007475719,0.0002772345,0.0006482925,0.0001046981,0.000280956,0.0001333737
901.17,0.001358152,0.0016734346,0.0015622973,0.0020892444,0.0022956865,0.0005197278,0.0003942036,0.0006559844,0.0007171771,0.0007202182
903.1,0.0029926266,0.0016426244,0.0025734913,0.0024840155,0.0020876479,0.0004259266,0.0008480084,0.0006105843,0.0010245388,0.000542757
905.05,0.0008732839,0.00120688,0.0006642403,0.0011965636,0.0009500571,0.0005273708,0.000284935,0.0004475148,0.0002825403,0.0005423865
906.98,0.0003349761,0.0001795795,0.0001307362,0.0001027432,0.0001636114,0.0003432427,0.0002682049,0.0002121757,0.0003728476,0.0001185544
909.01,0.0003036943,0.0001822204,0.0001257079,5.37426e-05,0.000185825,0.000184823,0.0002284708,0.000233486,0.0002973275,0.0003849314
910.93,0.0003401897,0.0002711299,0.0001337532,0.0002623904,0.0001836891,0.000239714,0.0002086038,0.0003474494,0.0001996266,0.0002830487
912.95,0.0004992056,0.0003626802,0.0002996875,0.0004532558,0.0003114171,0.0001938557,0.0002713418,0.0001704818,0.0002281447,0.0003049072
914.94,0.0003349761,0.0005598656,0.0003147725,0.000349327,0.0003737859,0.0001896867,0.0004260954,0.000278886,0.0004747734,0.0003160217
916.89,0.0002854465,0.000253524,0.0003715924,0.0004362636,0.0002776696,0.0003015533,0.0003100302,0.0004628025,0.0005212473,0.0002534101
918.83,0.0003401897,0.0001883824,0.0001563806,0.0001145982,0.0001747182,0.0002028884,0.000159459,0.0001329573,7.44639e-05,0.0001619009
920.8,0.0001551056,0.0001117971,0.0002217487,9.32593e-05,9.48348e-05,0.0002140056,0.0003779963,0.0002728636,0.0002064921,0.0001400424
922.77,0.0003206386,0.0002095094,0.0001081088,0.000180591,0.0002755336,0.0001347957,0.0002206286,7.45858e-05,0.0001483997,0.0001104038
924.72,0.0002815363,0.0004207795,0.0002886252,0.0003643434,0.0002823686,0.0003098912,0.0002640223,0.0001524144,0.0002619439,0.0001837594
926.68,0.0006881998,0.000832756,0.0005888156,0.0009685527,0.0013127362,0.0004092509,0.0005520942,0.0002478472,0.0003300705,0.00010744
928.61,0.0007807419,0.0016470259,0.0020002635,0.0006338468,0.0005647372,0.0006024117,0.0002854578,0.0003914596,0.000201211,0.0002845306
930.6,0.0013372974,0.0007684947,0.0008130784,0.0025729279,0.0017967356,0.0002522208,0.0005960108,0.0002098594,0.0003976689,0.0001541208
932.55,0.000414484,0.0004956043,0.0004615993,0.0004765706,0.0003678054,0.0001417439,0.0001662556,0.0002575758,0.0002962713,0.0001326328
934.51,0.0001955113,0.0003864481,0.0002730375,0.0001726877,0.0004455528,0.000243883,0.0001808945,0.0001954982,0.0002571909,0.0001622714
936.45,0.0002776261,0.0002579255,0.0002162175,0.0002829391,0.000394718,0.0001598093,0.0002483378,0.0003367942,0.0001251627,0.0002059883
938.56,0.0002346136,0.0004542306,0.0002609695,0.0001549052,0.0002682715,0.0001292371,0.0001207706,4.30837e-05,8.18575e-05,8.5211e-05
940.52,0.0001876909,4.40146e-05,0.0002524214,0.0002568581,0.0001132037,0.0003592236,0.0004924931,0.0001436124,0.0001441748,0.0002211781
942.48,0.0002841431,0.0001188394,0.0001588947,9.36544e-05,0.0001687377,7.43461e-05,0.0001411605,0.0005091291,0.000411928,0.000128187
944.46,0.0005721965,0.0001382058,0.0002730375,0.0001841475,0.0004566596,0.0002348502,0.0002154004,0.0002497003,0.0002281447,0.0002467414
946.42,0.0003480102,0.0002984189,0.000179008,0.0001059046,0.0001332814,0.0009387062,0.0013201117,0.0016566385,0.0012885951,0.0003319524
948.42,0.0005721965,0.0002332773,0.000262478,0.0002868908,0.0003720772,0.0004370438,0.0007230552,0.0010261338,0.0014227358,0.0003489946
