"Mass","P1aDD_1","P1aDD_2","P1aDD_3","P1aDD_4","P1aDD_5","P1aDD_6","P1aDD_7","P1bDD_1","P1bDD_2","P1bDD_3","P1bDD_4","P1bDD_5","P1bDD_6","P1bDD_7","P1bDD_8","P21aDD_1","P21aDD_2","P21aDD_3","P21aDD_4","P21aDD_5","P21aDD_6","P21aDD_7","P21aDD_8","P21bDD_1","P21bDD_2","P21bDD_3","P21bDD_4","P21bDD_5","P21bDD_6","P21bDD_7","P21bDD_8"
2424.55,0,5.82,0,0,28.73,0,0,10.11,0,0,14.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428.41,0,0,0,0.65,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,1.62,0
2432.42,0,0,105.1,1,0,398.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2435.48,42.23,253.75,0,15.83,402.04,0,202.05,421.62,129.59,418.56,276.73,287.68,461.52,281.03,537.7,253.4,221.43,251.17,236.38,229.82,242.49,345.89,276.39,201.59,155.64,226.91,121.24,168.47,175.46,232.05,178.09
2445.22,0,0,0,38.92,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2448.2,1.91,0,6.73,0,0,46.43,0,0,0,0,4.93,0,17.22,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,3.07,0,0,0
2451.18,4.69,34.19,0,0,0,0,24.45,15.14,8.68,30.2,3.71,26.35,2.79,24.53,33.68,0,3.16,31.26,29.18,20.66,55.29,16.93,34.11,0,2.69,13.47,0,1.7,13.04,9.33,5.18
2454.24,0,0,6.47,0,54.91,0,0,0,2.96,0,0,0,0,0,0,22.61,0,0,0,0,0,18.91,0,19.64,2.05,0,8.74,0,0,2.48,0
2457.22,0,5.01,0,0,0,34.46,4.33,6.08,0,7.8,6.28,1.89,6.04,0,10.23,8.69,14.67,25.46,14.33,9.56,0,0,10.26,4.12,9.59,26.38,5.63,21.36,12.42,12.58,13.31
2460.96,0,0,0,0,3.66,0,0,0,0,0,0,0,0,5.67,0,0,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464.24,0,0,9.17,5.05,0,47.12,29.44,14.88,4.85,0,0,10.87,22.91,0,0,0.5,0,0,1.14,0,0,0,0,0,2.24,0,0,0,4.35,0,0
2467.62,0.92,29.02,0,2.43,41.9,0,0,0,0,15.25,8.33,0,0,13.37,23.53,0,0,0,0,0,2.34,0,0,0,0,0,0,1.98,0,0,0.98
2472.17,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,26.65,32.45,33.06,25.66,24.56,0,0,28.12,8.12,5.2,0,12.93,23.82,12.85,11.91
2476.68,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,24.42,0,0,0,0,0,30.83,36.77,0,0,3.55,5.32,0,0,7.7,0
2479.66,1.47,5.73,1.16,0,0,19.81,2.97,0,3.23,5.13,0,8.96,6.64,0,0,0,4.36,1.4,0,0,0,0,0,0,1.73,3.56,0,0,0,0,5.12
2485.38,0.15,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488.82,0.92,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,7.06,2.85,3.09,2.72,0,6.39,5.69,0,1.81,3.44,1.41,5.87,0,0,5.66
2492.82,0,0,2.19,0,0,2.76,0,0,0,0,2.01,8.08,0,0,0,0,0,0.81,0,3.98,2.25,0,0,0,1.58,0,1.97,0,0,5.1,0
2495.91,0,0,0,0,0,0,4.98,0,3.07,1.55,0,0,0,3.3,0.66,2.08,2.16,0,0,0,0,0,8.58,0,0,0,0,0,4.09,0,0
2499.14,0,1.77,0.93,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2508.34,3.51,0,10.21,0,0,43.34,3.95,0,7.66,0,0,0,23.05,0,20.35,2.29,0,9.4,14.86,6.45,0,2.42,0,0,3.29,16.65,11.02,11.24,0,0,10.94
2511.48,0,6.13,0,0,35.51,0,6.56,10.29,0,17.71,8.26,21.07,0,13.76,0,4.01,10.87,0.62,0,0,12.24,9.66,17.8,14.76,4.58,0,0,0,10.61,20.74,0
2515.13,0.84,4.56,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,2.53,3.19,2,0,0,0,0,0,0,3.69,0,4.09,4.07,0,1.16
2518.15,0,0,0,4.43,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,2.93,3,0,2.65,0,0,0,0,0,1.2,2
2521.18,3.72,2.46,5.68,0,0,0,0,0,5.71,0,2.16,0,0,0,0,0,6.18,8.69,0,2.52,0,1.3,12.54,0,3.23,0,0,0,0,8.77,2.17
2524.7,0,4.42,0,0,7.5,54.53,26.22,0,0,32.18,6.29,26.76,32.82,4.18,23.41,10.57,0.94,0,8.32,13.28,0,0,0,8.33,3.6,36.61,0,5.92,10.34,0,2.68
2527.76,0,6.17,0,4.51,2.76,0,0,24,1.24,0,0,0,0,2.65,0,7.5,3.76,4.76,6.65,0,0,18.9,10.06,15.18,11.22,0,22.48,13.69,2.92,0,7.45
2531.21,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,2.67,0,0,0,5.08,0,18.69,0,0,0,0,0,0,0,0,21.88,0
2534.39,0.37,0,0,0,0,9.99,0.58,0,3.74,0,0,0,10.4,0,2.93,0,12.2,11.15,0,11.17,6.6,9.96,8.42,0,0,0,0,8.2,1.29,3.32,10.77
2537.92,0,0,1.95,0,0,0,0.89,6.94,0,6.06,4.18,2.3,0,1.26,0,19.03,0,0,5.31,0,0,0,0,9.95,1.99,8.54,8.53,0,4.12,0,0
2541.06,1.03,5.44,0,4.72,1.47,0,0,0,0,3.44,0,0,0,1.18,0.96,0,0,0,4.46,0,0,0.96,0,0,0,4.22,2.49,4.12,4.63,0,0
2544.3,0,0,0.61,0,0,0,0,0,0.39,0,0,0,0,0,0,0,2.32,0,0,11.07,3.8,1.63,7.11,2.69,2.76,0,0,0,0,0,0
2547.87,0.53,2.6,0,0,4.56,2.71,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0
2551.06,0,6.81,0.6,0,0,9.79,0,0,5.33,8.86,0,0,0,1.77,4.44,6.96,7.19,9.35,8.23,4.42,5.74,5.1,5.26,4.24,1.17,13.8,3.16,5.16,0,0,6.42
2554.36,1.1,0,0,1.85,16.19,0,4.64,8.78,0,0,4,11.72,7.15,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37,0
2563.27,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,0,0
2566.77,0,0,0,0,0,13.69,0,0,3.82,0,0,0,7.06,5.44,3.14,1.48,0,0,0,2.14,0,0,0,0,2.79,0.55,2.65,1.23,0,0,1.07
2571.03,0,1.54,0,0,2.72,0,2.85,0,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,1.56,0,0
2576.23,1.05,0,0.71,0,2.08,14.21,0,0,0,0,0,0,17.39,0,0,0,0,0.97,0,0,0,0,1,0,0,1.53,0,0,0,0,0
2579.44,0,2.07,1.35,0,10.26,0,0,8.87,2.01,12.76,0,12.36,0,13.38,13.04,0,0.67,0,3.12,6.24,2.43,2.48,0,1.75,0,0,0,0,0,0,0
2582.89,0,2.87,0,0,0,0,7.22,0,0,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0.76
2586.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0
2589.47,0,0,1.27,0,2.7,22.72,0,0,0,1.9,0.58,0,0,0,0,3.53,0,0,0,0,31.6,5.31,3.87,0,0,38.31,0,4.66,0,0,0
2592.69,0,2.55,0,0,0,0,9.24,1.61,2.12,0,0,3.54,0,0,11.89,12.03,43.84,41.37,19.53,45.44,0,30.14,15.19,4.87,30.92,0,30.46,2.71,40.65,48.58,33.18
2595.91,2.65,0,1.37,0.82,8.95,0,0,3.43,0.66,12.35,0.33,0,13.68,3.27,0,0,0,0,0,0,0,0,0,5.33,0,0,0,0,0,0,0
2599.44,0,4.54,0,0.39,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0
2603.74,0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0,0,0,2.08,0,1.46,0,0,0,0,0,0,0,0,0,0,0.96
2607.12,0,0,0,0,0,5.67,0,0,0,1.55,1.26,5.95,0,0,0,0,0,0,0,4.97,4.55,3.01,6.47,0,2.24,7.2,0,6.71,0,6.19,0
2610.28,1.3,1.67,2.55,0.97,0,4.72,0.91,2.84,0,4.59,0,0,12.4,1.16,0,8.77,1.76,0,7.01,0,1.39,0,0,0,4.24,0,0,0,3.56,0,5.65
2614.36,0,3.61,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,2.59,1.34,0,0.62,0,7.14,0,0,0,0,0
2618.52,0.75,0,0,0,0,0,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0
2622.07,0.77,0,0.87,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,1.62
2625.29,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,1.55,0,1.39,0.77,0,0,0,0,0,0,0,0,0,0,0.88,0,0
2628.63,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.44,0,0,0,2.36,0,0,0.29,0,0,0,0.95,0,0,0,0,0,0
2631.78,0,0,0,0,0,0,0.43,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0
2635.02,0,0,0,0,0,7.37,0,2.14,0.8,0,1.46,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83
2638.91,0.67,0,0,0,0.88,0,0,0.6,0,0,0,0,0,0,0,3.34,0,0,0,2.45,0,3.11,0,0,0,2.21,0,0,0,0.94,0
2642.54,0,0,0,0,0,9.78,8.72,0,1.85,9.39,0,0,6.04,0,0,0,0,0,1.29,0,0,0,0.78,0,0,0,1.48,1.07,1.61,0,0
2645.69,0,2.59,0,0,0,0,0,0,2.93,0,1.32,4.09,0,4.73,16.55,0,2.09,2.44,0,7.4,6.69,1.25,0,2.25,4.32,4.84,2.91,5.22,0,1.01,4.1
2650.19,3.48,2,17.54,0,0,69.4,0,0,0,0,2.5,0,0,0,0,0,0,0,4.02,4.02,0,2.5,0,0,8.49,0,0,0.77,0,0,0
2653.39,3.13,35.86,0,2.73,125.41,0,46.44,74.24,11.2,52.01,17.76,31.66,52.98,32.78,65.01,6.5,17.94,13.68,2.1,2.78,9.48,8.75,11.42,15.39,0,16.71,9.77,7.5,12.13,16.71,6.89
2657.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,4.4,0,0,0,0,0,0,0,0,0,2.41,0,0,0,0
2661.04,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.1,9.84,19.5,7.25,0,10.53,17.12,8.78,19.51,0,3.37,3.92,13.7,4.56
2664.81,1.6,0,0.42,4.36,0,6.13,0,0,0,0,0,0,1.84,0,0,4.02,4.03,0,0,0,0,2.33,0,0,3.3,0,10.15,4.99,0,0,5.31
2668.19,0,4.85,1.18,0,8.72,0,2.59,0,0,0,0,1.62,2.24,3.91,4.03,0,0,0,3.68,3.92,1.44,3.83,2.59,0,0,0,0,0,1.27,0,0
2672.74,1.26,0,0,0.89,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,2.16,0,0,0,0,0,0,0,0,2.4
2676.6,0,0,0,0,0,33.25,0,0,0,0,0.77,0,11.91,0,0,0,16.31,30.13,10.93,0,0,0,0,4.38,0,0,0,0,0,0,0
2679.83,0,8.25,8.83,0,22.28,0,9.58,4.57,7.17,24.85,2.72,7.53,6.23,11.43,26.93,11.53,0,0,0,25.39,0,13.6,19.23,0,8.44,34.2,3.61,8.46,11.95,0,10.3
2683.14,0.52,0,0,0,0,0,0,5.35,0,0,6.05,5.63,0,0,0,4.14,11.37,0,9.39,0,50.24,0,14.36,17.32,0,0,9.76,0,7.93,14.95,14.75
2686.54,0,3.61,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,0,7.65,0,4.87,0,0,13.26,0,0,4.86,5.17,5.62,0
2689.93,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,5.18,0,0,0,0,0,0,0,4.37,0,5.88,0,2.91,0,0,0
2693.36,1.62,0,0,3.88,0,4.79,0,0,0,2.49,2.18,0,11.07,0,0,0,1.15,1.55,5.74,4.7,2.26,5.42,2.97,0,1.96,3.36,0,0,0,0,1.66
2696.57,0,2.2,1.82,1.71,7.47,0,0,0,0,0,0,2.63,0,2.82,11.97,8.62,1.47,0,0,0,1.06,0,1.03,0,0,0,4.44,2.15,4.8,0,2.45
2700.32,0.7,1.43,6.27,0,0,3.2,13.91,12.32,1.17,2.6,1.72,0,0,0,0,0,3.58,3.38,0,0,10.29,6.44,11.26,1.31,0,2.96,0,0,0,0,0
2703.53,1.07,3.73,0,0,11.33,25.35,0,2.63,0,0,0,17.04,26.75,4.58,3.2,4.19,0,1.84,10.65,3.4,0,0,0,5.87,2.22,3.2,1.75,0.78,0,0,0
2707.03,0.9,0,0,2.12,0,0,1.26,7.23,0,16.11,7.77,0,0,6.41,9.43,0,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0
2710.26,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,0,3.91,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0
2713.63,1.75,2.01,1.92,0,3.21,0,0,0,0,4.36,2.25,0,1.99,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2718.01,0,0,0,0,2.48,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,0,0,0,0
2721.4,0,0,0,3.15,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0
2725,0,5.4,0,0,1.88,0,0.19,0,0.83,0,0,0,1.21,1.61,0,0,0,0,1.69,0,0,0.97,0,0,0,0,0,0,0,0,0
2737.04,0,0,2.35,0,0,20.28,6.39,0,0,4.61,0,5.12,0,0,0,0,6.12,10.72,8.82,4.3,1.25,0,0,0,0,0,0,0,2.69,0,0
2740.43,1.18,3.6,0,0.79,0,0,0,1.39,2.72,0,0,0,6.16,4.89,6.35,2.48,0,0,0,0,1.99,3.44,5.91,6.89,6.49,7.28,2.26,3.72,1.38,8.81,6.13
2743.98,0,0,0,0,8.84,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,3.25,0,1.33,0,0,0,0,0
2749.5,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2752.89,9.53,16.55,12.4,8.54,0,95.44,22.07,20.73,12.92,41.6,19.5,44.23,96.59,30.19,51.7,116.21,105.09,141.75,171.28,122.29,104.79,150.51,139.81,65.53,78.4,137.86,51.34,80.67,126.59,146.28,97.46
2758.66,1.24,0,0,0,55.25,0,0,10.59,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2762.86,0,0,0,1.11,0,0,0,0,0,0,0,0,0,1.76,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0
2766.73,0,6.34,4.54,2.82,9.18,10.03,6.7,2.47,3.5,16.86,1.17,7.33,12.22,4.67,1.88,3.27,0,3.33,2.4,0,0,0,0,0,1.77,5.91,0,0,4.18,2.63,0
2773.55,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2777.03,2.65,0,2.05,0,0,22.72,1.78,3.23,3.55,0,7.83,3.97,17.58,0,5.79,19.77,34.12,42.91,42.83,37.93,16.37,32.28,25.34,15.49,9.93,27.38,5.25,2.98,21.67,2.88,19.29
2780.61,0,3.17,0,3.8,0,0,0.9,0,0,4.54,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,0,5.29,0
2788.64,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.12,0,47.25,29.56,0,0,0,0,0,0,0,0,0,0
2792.22,0,0,0,0,3.19,18.4,3.27,0,5.38,0,8.51,11.32,6.24,5.39,11.01,50.29,49.69,0,38.64,0,0,34.16,51.68,23.52,28.07,48.08,15.33,42.96,23.14,5.83,31.96
2795.64,2.05,0.73,1.13,0,5.31,0,0,0,0,21.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0
2799.62,0,0,0,0,0,0,2.26,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2806.24,39.42,0,130.06,0,0,440.9,0,0,138.06,0,0,0,393.45,0,0,0,0,72.4,0,67.17,0,0,0,0,0,0,0,0,0,0,0
2809.64,0,297.83,0,14.99,501.63,0,294.64,478.37,0,446.26,198.76,306.15,0,280.02,536.15,69.37,86.95,0,69.54,0,76.64,91.78,92.6,78.64,56.62,96.59,52.77,70.23,66.93,102.34,69.7
2816.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,1.49
2820.66,0,0,10.62,36.71,0,39.21,0,0,9.05,0,0,0,34.12,20.44,0,9.22,1.71,17.59,0,0,11.36,0,0,2.31,0,21.71,9.85,14.53,0,0,11.46
2824.02,2.35,39.51,0,0,44.17,0,28.1,11.74,0,33.9,3.91,20.75,0,0,39.68,0,3.9,0,14.06,12.13,0,18.43,16.52,7.01,14.68,0,0,0,13.88,15.26,0
2828.94,0,0,1.58,0,0,4.1,0,8.04,0,0,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2832.82,0,0,0,1.66,0,0,3.89,0,0,1.2,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0
2836.34,0.56,2.02,0,0,0,26.16,0,9.6,0,0,0,5.7,0,0,0,1.76,2.99,1.78,7.4,2.6,0,0,4.57,0,1.67,13.04,0,8.46,5.01,4.74,4.41
2839.92,1.22,7.28,0.59,0,17.91,0,15.46,0,4.36,3.13,0,0,21.4,8.75,12,0,0,0,0,0,2.48,4.19,0,6.05,0,0,0.48,0,0,0,0
2846.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.46,24.03,30.94,27.85,28.1,17.69,24.6,15.83,21.33,14.35,29.12,8.37,17.8,25.66,18.79,22.75
2853.25,0,0,0,0,0,12.06,1.05,0,0,0,0,0,3.81,2.77,2.27,0,3.78,0,0,0,0,3.09,3.08,0,0,0,0,0,0,0,2.13
2856.95,0,0,0,0.66,0,0,0,0,1.48,0,0,0,1.75,0,0,6.17,0,0,0,7.5,6.77,0,1.96,0,0,0,0,4.69,0,0,0
2860.76,0,0,0,0,0,0,0,0,0,0,3.39,0,0,0,0,0,5.22,0,0,1.92,0,0,0,0,0,0,0,0,1.35,0,2.77
2864.14,0,0,0,0,0,4.01,0,0,0,2.68,0,1.37,0,0,0,0,0,5.56,15.52,0,0,0,0,14.09,1.66,8.95,0,0,0,10.14,0
2868.01,0,0,0,0,0,0,2.47,0,0,0,0,0,5.37,0,0,1.36,5.62,0,0,6.04,5.14,12.32,10.72,0,4.76,0,3.79,8.45,9.49,0,7.5
2871.63,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0
2877.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.89,0,0
2889.16,0,0,1.86,0,0,0,0,4.86,0,0,2.98,0,35.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2892.96,2.27,5.83,3.09,0,0,50.62,7.3,0,9.54,35.93,0,26.74,0,6.66,29.33,7.9,7.59,32.54,21.22,24.94,37.14,0,8.09,35.07,18.13,39.75,0,0,27.43,0,19.25
2896.36,0,0,0,0.95,32.94,0,0,11.25,0,0,10.27,0,0,2.21,0,2.59,4.53,0,0,0,0,25.49,3.91,0,0,0,18.62,40.4,0,34.69,0
2907.06,0,0,29.32,0,0,138.17,0,0,0,0,0,0,0,0,0,0,313.93,281.1,254.09,289.04,0,0,0,0,0,0,0,0,241.27,0,0
2910.63,4.65,85.91,0,5.96,129.23,0,92.91,83.6,47.42,134.95,53.21,93.49,119.65,88.64,151.76,264.33,0,0,0,0,318.77,322.21,390.81,297.5,252.66,290.94,188.89,284.83,0,324.21,258.52
2920.47,31.04,0,85.59,0,0,305.08,0,105.72,64.51,0,0,0,214.42,0,145.66,323.58,376.68,410.54,391.66,408.35,319.66,400.78,363.32,249.23,269.81,361.21,159.91,303.46,261.5,329.31,293.79
2924.62,0,90.07,0,38.42,182.98,0,92.23,0,0,159.53,87.95,145.72,0,94.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2929.83,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0
2933.4,0,0,0,13.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98,0,5.52,0,0,1.01,0,0,0,0,0,0
2936.84,1.45,0,0,0,0,4.53,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,5.97,0,0,0.95,0,2.8,0,0,2.41,1.57,2
2940.35,0,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2943.84,0,6.97,7.93,0,9.16,34.49,0,11.09,8.47,0,0,0,38.59,13.99,25.68,36.48,46.87,36.08,36.45,29.83,26.67,38.13,30.81,24.45,0,42.53,16.22,33.61,17.25,24.87,25.08
2948.09,0.67,0,0,0,0,0,9.62,0,0,25.7,12.91,16.57,0,0,0,0,0,0,0,0,0,0,0,0,22.43,0,0,0,0,0,0
2957.27,0,0,0.94,1.61,0,12.72,0,0,0,0,0,1.92,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2960.93,0.81,3.41,0,0,1.97,0,5.38,1.42,0,5.46,3.24,0,0,1.29,2.81,3.51,9.01,0,0,1.93,3.53,0,0,0.58,0,4.06,0,2.05,4,0,2.21
2964.97,0,1.98,0,0,0.45,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0.91,0,0,0,0,0,0
2974.21,0,0,3.03,0,0,36.7,0,0,0,0,0,0,8.83,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2977.77,1.65,0,0,0,0,0,7.54,0,1.12,6.84,3.96,7.16,0,2.37,1.81,0,16.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2981.31,0.27,2.6,0,0,12.83,0,0,0.77,0,0,0,1.55,0,0,0,15.15,0,12.1,11.41,7.51,9.04,9.51,9.99,11.98,9.72,7.48,9.44,12.5,19.63,8.86,14.99
