"Mass","P1aDD_1","P1aDD_2","P1aDD_3","P1aDD_4","P1aDD_5","P1aDD_6","P1aDD_7","P1bDD_1","P1bDD_2","P1bDD_3","P1bDD_4","P1bDD_5","P1bDD_6","P1bDD_7","P1bDD_8","P21aDD_1","P21aDD_2","P21aDD_3","P21aDD_4","P21aDD_5","P21aDD_6","P21aDD_7","P21aDD_8","P21bDD_1","P21bDD_2","P21bDD_3","P21bDD_4","P21bDD_5","P21bDD_6","P21bDD_7","P21bDD_8"
6255.16,0,0,0,16.21,0,8.73,0,0,0,0,0,5.08,7.58,0,0,0,0,12.11,0,0,9.92,0,0,0,0,10.22,0,7.76,5.08,0,0
6262.65,0,0,0,0,0,0,0,0,0.45,0,0,0,0,3.37,0,4.37,15.07,0,12.42,9.08,0,5.4,12.2,11.69,3,0,4.13,0,0,0,9.01
6283.32,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,4.65,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0
6290.22,0,0,0,0,0,0.88,1.02,0,0,1.46,0,0,1.54,0,0,2.08,0,0,2.09,2.19,0,0,1.81,2.36,2.83,3.41,0.98,1.14,0,3.61,1.82
6299.23,0,3.08,0,0,1.33,0,0,0,0,0,0,0,3.85,0,0,0.78,0,1.49,0,0,3.76,5.54,0.62,0.51,0,0,0,0.96,2.09,0,0.79
6306.38,0,0,0,0,0,0,0.81,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,0
6326.2,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6354.09,0,0,0,0,0,3.75,2.52,0,0,4.14,0.93,4.6,4.72,1.51,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0
6364.07,0,3.05,0,0,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6371.91,0,0,0.27,0,0,1.38,0,6.18,0.11,3.49,0,0,4.07,0,0.91,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0
6379.04,0,1.61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6410.62,0,0,0,0,0,0,0,0,0,0,0,1.6,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6417.59,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,1.51,0,0.8,0,0,0,0,0.16,1.86,0,0,0.9,0,0
6429.09,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09
6436.1,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,2.88,0.72,0,0,0,1.69,1.05,0,1.43,1.48,0,0
6444.13,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,2.71,0
6453.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.95,0.25,0,0,0,0
6471.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0
6567.5,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,1.42,0,0,0.83,0,0,0,0,0,0,0
6595.24,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6618.89,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6639.47,0,0,0,0,0,0,0,0,0.56,0.32,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6647.17,0,0,0,0,0,1.33,0.64,0,0,0,0,0,0,0,0.6,0,2.18,0,0,0,0,0.77,0,0,0,0,0.34,0.12,0,0,0
6657.98,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0
6667.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6694.24,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0.12,0,0,0,0,0,0
6704.36,0,0,0,0,0,10.91,0.83,0,0,0,0,0,3.61,3.7,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6712.04,0,0,2.01,0,0,0,0.61,0,0,0,0,0,0,0,0,0,7.85,1.93,10,0,0,0,0,0,0.41,2.93,0.91,0,0,0,1.14
6720.03,0,0,0,0,2.35,0,0,10.04,1.61,0,1.37,5.77,4.47,0,0.91,0,0,0,0,7.3,3.11,4.64,7.16,2.12,2,0,0,0,0.57,0,0.74
6731.88,0,0,0,0,0,0,1.39,0,0,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,4.76,0
6739.47,0,0,0,0.33,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6748.58,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6824.66,68.99,0,351.8,0,0,2754.14,0,624.38,391.65,1218.26,595.88,1173.15,3497.34,1166.61,1297.76,2148.29,1583.59,2017.98,3045.3,1857.66,976.55,3738.43,1251.25,660.62,621.51,964.53,378.33,1818.25,405.21,3044.74,868.33
6833.83,80.57,320.53,0,138.69,1366.95,0,552.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6841.51,0,18.09,37.42,0,0,392.39,45.05,281.9,13.57,0,0,69.76,0,0,72.74,0,246.8,328.05,484.13,268.34,111.86,0,143.33,48.89,46.31,89.29,33.92,0,13.32,0,60.53
6852.55,21.9,0,22.55,437.87,0,0,0,65.57,0,0,25.67,0,0,0,53.57,0,0,47.47,0,0,0,0,0,0,21.38,38.66,0,0,0,0,0
6861.24,11.47,22.21,0,0,0,238.67,32.1,0,29.55,49.54,0,52.4,0,20.73,0,0,0,0,0,30.42,0,0,0,0,0,0,13.83,0,0,0,0
6993,6.05,0,119.07,0,0,333.79,73.49,71.92,94.85,222.84,91.29,325.22,431.56,206.41,296.6,579.86,362.24,440.97,702.78,412.07,213.43,996.3,298.35,359.06,136.35,226.08,80.72,432.58,81.49,765.12,191.34
7003.16,15.37,77.95,0,26.71,159.17,37.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,19.82,0,0,5.8,0,15.18
7012.07,0,0,0,0,0,0,4.05,23.59,0,0,0,0,0,0,0,0,53.43,52.92,88.94,53.71,20.62,0,38.28,0,0,0,11.61,0,0,0,0
7021.23,2.93,0,0,60.96,0,16.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.31,0,0,0,0,0
7032.84,0,0,0,0,0,0,0,0,4.47,0,5.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7058.58,0,0,0.78,0,0,0,0,0,0,0,0,0.58,1.76,0.29,0,0,4.01,3.63,0,5.69,3.82,0,0,6.1,1.47,11.58,1.5,3.6,5.15,0,4.39
7069.04,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7076.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,5.8,2.92,0,2.83,5.75,0,4.22,8.14,3.95,9.26,1.45,8.69,7.3,4.24,4.87
7084.55,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7122.95,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7155.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0
7164.25,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0
7172.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0
7205.03,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0
7214.94,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7223.09,0.56,0,0,0,0,9.9,0,0,0.41,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0
7233.28,0,0.72,1.26,0,0,0,2.97,1.42,0,4.31,0,2.01,9.1,3.37,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7243.76,0,0,0,0,6.47,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7258.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,2.97,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0
7268.39,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0.51,2.21,0,0,0,0,0.32,0.32,0,0,0
7276.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,2.17,2.34,0,1.84,0.75,0,1.48,1.53,1.17,3.73,0,1.31,1.69,3.32,2.74
7289.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0
7387.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0
7412.32,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7489.28,8.52,0,86.6,0,0,733.6,0,105.71,37.23,73,42.49,106.99,184.96,60.88,79.35,99.6,176.73,158.54,186,67.72,41.36,149.85,118.6,85.53,80.19,259.9,55.82,100.25,123.9,185.47,111.36
7500.17,10.07,42.4,0,22.8,123.76,0,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7513.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,3.78,0,0,0,0,0,0,0,0,0,0
7527.45,0,2.78,0,11.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7539.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0
7548.91,0,0,6.38,0,0,43.59,1.38,1.61,0.66,2.67,0,3.61,2.67,0,0,0,5.56,1.7,1.16,1.01,2.41,0,0,1.38,0.86,6.49,0.77,2.15,2.53,2.34,2.95
7557.62,1.79,3.49,0,0,0,0,0,0,0,0,0,0,0,1.46,0.91,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0
7565.84,0,0,0,0,7.34,0,0,0,0,0,0,0,4.01,0,0,0,0.76,2.32,0,3.63,0,1.94,2.57,0,0,0,0,0,0.3,2.98,1.99
7646.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
7658.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0.77,0,0,0,0,1.27,0,0
7667.12,0,0,0,0,0,1.07,0,0,0,0,0,1.48,0.55,0,0.37,4.02,3.98,4.88,5.97,4.56,1.03,5.36,3.42,1.79,0.6,5.47,0,0.65,2.64,3.78,1.41
7750.88,0,0,1.55,0,0,9.87,0,0,0.89,0,0,4.5,9.13,0,1.4,0,0,0,0,0,0.49,0,0,0.37,0,0,0,0,0,1.2,0.91
7760.46,0,0,0,0,5.83,0,1.82,0,0,2.53,0,0,0,2.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7778.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7787.04,11.65,0,17.11,0,0,73.62,19.2,80.58,18.43,66.88,37.36,77.41,112.16,39.92,50.69,0,0,0,0,0,0,0.73,0,0.55,0,0,0,0,0,0,0
7798.38,0,35.12,0,0,85.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0
7806.72,0,0,4.48,0,0,49.28,7.62,0,0,0,0,0,0,0,0,0,1.84,0,0.91,0,0,0,0,0,0.16,7.42,0,0.61,0.57,0,0
7816.41,0,0,0,22.76,0,0,0,0,0,0,0,0,0,4.54,0,0.86,0,0,0,0,0,1.07,0,1.67,0,0,0,0,0.56,2.74,1.34
7831.09,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7848.6,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7869.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0
7887.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7898.97,0.27,0,5.04,0,0,11.76,0,0,0,0,0,19.32,0,11.7,11.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7910.41,0,3.94,0,0,21.21,0,10.42,19.13,5.27,20.79,4.46,0,25.61,0,0,2.33,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0
7919.49,0.85,1.95,0,0,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7933.36,0,0,1.54,0,0,0,0,0,0.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7941.87,0,0,0,0,0,5.98,0,0,0,0,0.97,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7951.78,0,0,0,0,0,0,0.95,13.22,0.97,0,0,0,10.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7960.73,0,1.19,3,1.64,0,16.12,0,0,0,5.27,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7970.72,0,1.2,0,0,0,0,2.84,0,0,0,4.4,0,0,6.15,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7980.52,0,0,0,0,7.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7990.16,0,0,0,0,0,0,0.67,0,0.52,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7998.73,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8016.95,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8117.44,259.94,0,2860.31,0,0,9935.17,3049.73,7892.74,2439.69,5412.55,3268.29,6143.17,8100.88,4110.28,6785.73,135.11,56.09,79.57,76.82,80.31,116.38,226.98,130.96,98.66,76.2,148.87,47.97,92.15,98.17,157,91.29
8127.97,46.99,2445.82,0,245.31,5539.99,0,0,0,0,0,0,0,0,0,0,0,4.81,6.4,3.09,6.83,0,0,0,0,0,0,0,0,0,0,0
8148.37,0,0,0,273.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8202.55,113.05,0,676.93,0,0,2356.62,0,841.41,345.02,895.58,375.98,991.63,1112.09,599.6,1207.11,2.43,7.15,3.91,3.21,5.37,3.24,7.36,3.29,9.33,5.32,13.41,1.59,6.42,4.33,9.75,7.14
8215.01,28.47,750.83,0,61.67,1283.46,0,796.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8235.52,0,0,0,13.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8248.16,0,0,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8304.97,0,0,0,0,0,3.72,3.21,0,0,0.45,0,2.33,3.41,1.21,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8316.57,0,0.79,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8351.02,0,0,0,0,0,1.85,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8364.8,0,0,0,0,0,1.16,0,0.75,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8374.16,0,0,0,0,3.48,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8417.37,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8523.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,0
8537.48,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.52,0,0
8554.36,4.01,0,0,0,0,106.02,0,0,0,0,0,0,43.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8563.6,0,21.95,19.78,0,0,0,27.69,30.66,6.37,36.89,8.5,31.82,0,21.42,44.03,0.85,0.66,1.8,0,0.49,0.74,0,2.47,4.07,1.07,6.03,1.52,3.58,3.41,7.27,3.06
8575.24,0,0,0,0,66.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92,0,0,0,0,0,0,0,0,0
8609.94,0,0,0,4.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8623.55,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8704.49,0,0,0,0,0,39.31,0,0,0,9.77,0,5.97,11.1,0,4.09,0,32.13,29.13,53.91,22.4,10.24,0,16.49,16.04,18.5,49.2,18.51,15.6,26.32,25.33,30.98
8717.9,0,4.11,6.42,0,29.17,35.51,22.53,50.38,6.02,0,3.26,6.17,9.32,9.82,5.1,220.42,55.61,60.27,103.04,46.72,47.81,438.4,40.48,54.08,27.75,87.17,28.11,68.74,54.33,156.59,44.62
8735.79,0,0,0,0,0,4.06,0,0,0,0,0,0,0,0,0,0,22.17,27.1,35.59,16.41,0,0,10.88,0,6.77,24.38,13.52,0,20.66,0,9.44
8769.99,0,0,0,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8834.25,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8874.8,1.38,6.43,3.44,0,14.65,26.35,7.7,7.34,1.46,7.18,0,6.97,14.1,3.94,7.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8926.13,0,0,0,0,0.53,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9054.7,3.54,0,13.15,0,0,59.62,0,32.73,10.81,0,0,0,65.67,0,0,0,1.26,0,1.58,0,0,0,0,0.64,0,0.52,0,0,0,0.76,0.67
9064.66,0,18.91,0,3.29,48.25,0,21.67,0,0,39.72,12.93,46.9,0,25.51,37.33,1.29,0,0.16,0,1.55,0.36,3.2,0,0,0,0,0.18,0,0,0,0
9108.6,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9178.42,0,0,0.6,0,0,0,0,0,0,0,0,1.39,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188.46,0,1.96,0,0,2.28,1.68,2.33,1.65,0,1.62,0,0,4.06,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9286.61,0,0,0,0,0,40.38,1.22,1.66,0,0,0,1.42,8.33,0,0.35,0,4.01,5.97,8.17,14.19,0,0,0,11.25,7.19,51.42,7.54,9.68,4.65,28.66,14.55
9301.18,0,0.41,0,0,1.43,0,0,0,0,0.73,0,0,0,0,0,13.54,3.13,3.12,6.48,0,5.4,30.24,13.41,0,0,0,0,0,4.44,0,0
9402.39,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9456.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.03,41.61,40.9,40.49,42.14,25.21,0,38.87,27.17,13.04,57.09,10.64,23.71,33.13,46.02,26.12
9472.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.67,0,0,0,0,0,0,0,0,0
9719.5,0.04,0,0.93,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9730.64,0,1.79,0,0,8.03,12.1,1.66,2.33,0,4.35,0,3.73,9.21,1.99,4.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9854.63,0,0,1.27,0,0,14.79,1.38,0,0,0,0,1.42,0,0,0.47,0,0,0.63,0.44,0,0,0,0,0.78,0.4,5.78,0,0,0.61,0,0.63
9867.22,0,0.35,0,0,9.66,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1.69,0,1.56,0.78,0,0,0,0,0.2,0,2.36,0
9894.57,0,0,0,0,0,0,0,3.47,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9905.73,0,0.59,1.16,0.87,0,12.34,0.57,0,0,2.52,0,2.87,15.84,0.68,0.78,0.55,0,0,0,0.52,0.2,2.13,0,0,0,0.73,0,0,0.34,0,0.2
9923.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0
10115.46,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10988.44,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11033.29,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11624.01,0,0,86.13,0,0,617.95,0,0,49.44,0,72.66,187.77,368.38,0,94.19,0,9.83,12.16,15.66,0,0,0,0,0,103.4,434.45,81.9,0,245.19,0,184.66
11636.23,31.95,53.27,0,73.21,174.58,0,66.6,162.81,0,131.86,0,0,0,117.23,0,223.28,12.01,9.1,14.25,11.25,150.08,430.96,291.12,150.77,0,0,0,165.1,0,317.2,0
11735.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.53,6.92,36,3.95,0,0,3.88,0.55,0,17.41,1.51,1.12,0,4.02,2.32
11754.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,4.87,0,0,0,0,0,0,0,0,0
13182.74,0,0,0,0,0,28.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14937.27,0.24,0,8.18,0,0,136.6,0,0,0,0,0,7.64,16.15,0,3.52,0,29.08,20.3,35.89,0,0,0,0,0,10.78,95.83,6.07,16.14,13.05,42.76,22.77
14954.42,1.47,3.29,0,2.77,12.48,0,8.54,7.58,0.49,2.74,0.62,0,0,3.19,0,20.87,0,0,0,22.19,7.32,51.21,22.17,13.21,0,0,0,0,0,0,0
15009.5,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15576.56,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16447.56,0,0,0,0,0,38.73,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0